代码,名称,2026-07-28,2026-07-29,2026-07-30,2026-07-31,2026-08-03,2026-08-04,2026-08-05,2026-08-06,2026-08-07,2026-08-10,2026-08-11,2026-08-12,2026-08-13,2026-08-14,2026-08-17,2026-08-18,2026-08-19,2026-08-20,2026-08-21,2026-08-24,2026-08-25,2026-08-26,2026-08-27,2026-08-28,2026-08-31,2026-09-01,2026-09-02,2026-09-03,2026-09-04
801074.SI,专用设备,19,28,32,45,62,74,81,85,92,95,95,96,92,90,93,89,55,65,62,51,61,61,67,66,69,66,59,49,47
801072.SI,通用设备,13,21,19,34,48,57,71,80,89,89,89,95,93,94,95,94,56,62,64,52,64,55,63,56,68,57,53,49,44
801738.SI,电网设备,39,53,48,58,75,88,91,93,95,96,94,97,91,86,92,78,37,42,44,36,44,40,38,36,42,42,46,44,41
801737.SI,电池,17,31,29,39,48,62,82,82,92,96,96,97,90,91,96,82,46,42,49,53,40,46,49,42,41,29,28,22,20
801736.SI,风电设备,46,53,53,63,83,86,90,90,100,100,96,100,93,73,80,64,30,23,26,13,20,23,30,23,33,36,30,20,20
801735.SI,光伏设备,6,19,31,48,65,69,78,83,92,89,98,100,95,92,96,87,40,45,63,45,43,48,45,48,30,28,19,12,9
801733.SI,其他电源设备Ⅱ,12,18,15,25,40,62,62,68,87,87,90,96,96,96,96,84,53,56,62,50,46,56,56,50,59,50,43,50,50
801731.SI,电机Ⅱ,7,19,19,42,73,88,92,92,96,96,100,100,100,96,96,96,34,46,46,30,38,26,30,34,53,38,30,53,42
801726.SI,工程咨询服务Ⅱ,22,55,40,77,85,85,92,97,95,95,95,97,90,90,92,84,65,77,67,62,72,75,57,72,72,82,70,67,72
801724.SI,专业工程,35,45,51,62,70,70,72,75,78,83,81,81,70,67,75,70,40,56,48,40,51,67,70,64,56,54,48,45,48
801723.SI,基础建设,51,63,63,78,85,85,87,85,77,77,72,75,72,65,67,47,32,37,37,30,52,70,67,69,60,75,60,52,60
801722.SI,装修装饰Ⅱ,18,22,27,36,54,68,77,81,77,86,90,90,90,90,95,100,68,72,77,59,77,86,81,81,81,68,68,68,63
801721.SI,房屋建设Ⅱ,75,75,75,75,75,87,87,62,50,50,50,75,62,37,75,25,25,50,25,25,50,62,14,50,50,50,50,37,62
801713.SI,装修建材,31,40,31,48,68,71,82,88,85,94,91,94,91,88,88,86,65,68,62,65,68,65,71,77,74,71,71,60,54
801712.SI,玻璃玻纤,0,25,25,31,50,56,62,81,93,100,93,100,87,93,93,93,56,50,62,25,31,31,50,56,62,50,50,37,31
801711.SI,水泥,38,61,61,80,90,90,85,95,80,85,80,85,76,66,71,70,42,52,52,42,52,85,95,95,71,90,61,61,85
801231.SI,综合Ⅱ,40,80,70,80,80,90,95,90,85,95,100,100,100,100,95,95,70,80,75,70,80,85,85,85,80,95,65,50,55
801191.SI,多元金融,45,83,83,87,91,91,91,87,79,87,70,83,75,45,58,46,16,25,25,29,58,79,87,83,79,100,75,75,79
801194.SI,保险Ⅱ,80,80,80,80,60,40,40,40,40,0,0,0,0,0,0,0,0,0,20,20,60,100,100,100,100,100,100,100,100
801193.SI,证券Ⅱ,8,52,58,68,70,76,74,44,34,42,28,44,52,20,34,14,0,2,2,8,10,72,96,94,92,98,72,84,94
801786.SI,其他银行Ⅱ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801785.SI,农商行Ⅱ,100,100,100,100,100,90,80,70,20,10,0,0,10,10,10,20,20,30,40,80,50,90,80,60,70,100,100,100,100
801784.SI,城商行Ⅱ,100,100,100,100,100,88,76,76,29,47,41,29,35,29,29,41,64,76,76,82,70,88,70,58,70,100,94,82,94
801783.SI,股份制银行Ⅱ,100,100,100,100,100,100,88,77,44,77,22,11,33,22,11,11,33,33,22,66,44,77,33,33,55,66,77,77,88
801782.SI,国有大型银行Ⅱ,100,100,100,100,100,33,0,0,0,0,0,0,16,0,0,50,83,83,83,100,100,100,100,100,100,100,100,100,100
801994.SI,教育,52,76,82,94,94,94,94,100,100,100,100,100,94,88,88,92,41,35,35,23,41,35,23,29,52,82,64,52,58
801993.SI,旅游及景区,68,72,76,84,92,96,96,96,92,100,96,100,92,84,76,76,44,80,68,52,84,88,88,96,96,100,100,92,96
801219.SI,酒店餐饮,88,88,88,88,100,100,100,100,88,100,100,100,100,88,77,77,44,88,55,22,88,88,88,100,77,88,77,66,88
801218.SI,专业服务,27,41,48,62,65,82,89,93,89,93,93,93,93,86,89,86,44,55,48,41,48,48,65,58,68,75,58,41,48
801217.SI,本地生活服务Ⅱ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801216.SI,体育Ⅱ,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,0,50,100,100,100,100,100,100,100,100
801207.SI,旅游零售Ⅱ,100,100,100,100,100,100,100,100,100,100,50,50,50,0,0,0,0,0,0,0,0,0,50,50,0,50,50,50,100
801206.SI,互联网电商,50,61,55,77,77,77,83,94,94,94,88,94,94,77,66,73,16,50,38,38,44,38,44,50,77,94,83,72,83
801204.SI,专业连锁Ⅱ,42,85,100,100,100,100,100,100,85,85,100,100,71,57,57,57,28,28,28,28,42,42,42,57,57,85,85,28,71
801203.SI,一般零售,58,85,83,85,93,91,93,91,85,96,95,98,88,76,83,87,51,70,48,36,71,73,66,90,70,91,86,81,86
801202.SI,贸易Ⅱ,50,83,83,91,91,100,100,100,91,91,91,91,83,83,91,83,58,83,58,33,66,75,91,83,66,83,58,58,66
801183.SI,房地产服务,58,83,75,83,91,91,100,91,91,100,91,100,83,75,83,87,66,83,66,41,100,100,91,100,91,91,83,75,91
801181.SI,房地产开发,56,71,66,75,79,82,91,92,89,91,90,95,92,81,84,82,42,77,57,37,60,77,71,77,68,72,61,50,60
801992.SI,航运港口,88,91,94,94,97,97,97,91,64,76,61,67,58,44,58,64,58,58,58,64,73,79,73,85,82,91,79,91,91
801991.SI,航空机场,66,100,100,100,100,100,100,91,66,66,25,33,16,0,16,8,0,8,0,0,8,16,8,33,25,33,25,33,41
801179.SI,铁路公路,75,90,87,93,93,87,72,63,42,60,42,54,36,30,42,39,21,24,18,21,57,72,63,72,75,90,75,72,78
801178.SI,物流,53,70,68,80,82,82,82,80,78,87,82,82,80,74,78,74,48,63,65,46,65,74,72,78,74,76,68,57,65
801163.SI,燃气Ⅱ,46,64,57,75,82,85,92,85,67,92,85,71,67,64,71,75,50,57,53,53,71,71,57,78,85,85,85,78,78
801161.SI,电力,61,85,69,85,88,89,87,80,73,77,69,66,55,33,31,24,14,17,11,16,22,33,29,33,29,38,40,39,38
801156.SI,医疗服务,47,49,37,47,47,72,82,74,98,100,98,98,96,98,96,84,78,92,82,54,62,47,41,21,9,11,7,7,5
801153.SI,医疗器械,29,43,44,59,71,79,83,75,89,87,86,88,90,89,87,86,55,84,64,37,52,53,48,44,37,46,36,27,31
801154.SI,医药商业,50,65,62,78,87,90,68,65,81,87,90,84,90,84,84,75,62,81,37,21,53,43,34,43,28,43,28,25,37
801152.SI,生物制品,27,31,33,35,45,64,64,43,90,94,94,92,94,90,86,80,60,96,72,37,49,60,50,41,31,37,23,19,9
801155.SI,中药Ⅱ,54,66,54,77,81,83,57,46,78,80,80,75,80,75,72,66,43,68,33,18,43,45,53,43,40,54,34,25,25
801151.SI,化学制药,16,29,22,34,43,55,56,52,87,88,91,91,94,89,90,87,73,91,60,34,51,46,53,40,27,37,26,22,22
801145.SI,文娱用品,20,60,50,65,85,90,95,95,90,100,95,95,95,95,95,100,55,90,75,45,80,75,60,60,70,95,85,65,75
801142.SI,家居用品,24,49,41,60,69,84,90,90,84,90,88,93,88,81,84,86,65,80,70,58,75,68,63,65,69,72,65,58,54
801141.SI,包装印刷,35,40,40,55,72,85,92,90,95,92,92,95,90,82,90,85,42,55,57,40,65,67,67,77,82,85,82,82,75
801143.SI,造纸,30,52,52,78,82,91,95,86,78,91,86,86,86,78,86,78,39,47,43,30,69,73,65,82,69,82,65,47,43
801133.SI,饰品,60,66,80,78,80,73,86,86,80,86,86,73,66,46,46,61,26,46,66,66,66,53,53,73,60,57,57,57,57
801132.SI,服装家纺,37,49,50,64,76,77,81,83,81,86,91,89,88,88,89,89,74,77,67,50,61,59,47,59,66,69,74,57,59
801131.SI,纺织制造,40,62,56,71,84,84,90,93,93,93,93,93,84,84,84,83,37,56,50,46,68,59,62,68,75,71,68,50,53
801129.SI,调味发酵品Ⅱ,64,78,78,85,92,92,100,92,78,92,78,78,71,57,64,57,42,57,35,35,35,35,35,42,35,50,42,28,64
801128.SI,休闲食品,45,81,77,86,86,81,90,90,86,95,95,95,90,72,77,89,40,54,27,22,31,27,40,50,40,54,45,36,59
801127.SI,饮料乳品,65,80,76,84,92,92,92,88,84,96,88,92,80,76,76,76,73,69,42,23,57,50,50,76,61,80,65,34,53
801126.SI,非白酒,62,75,75,93,87,87,93,81,75,81,75,81,68,56,50,50,43,50,37,37,56,50,43,56,62,62,56,62,68
801125.SI,白酒Ⅱ,84,94,100,100,100,100,100,94,94,100,89,94,89,73,36,36,15,26,5,10,21,5,10,26,15,42,31,31,52
801124.SI,食品加工,40,68,76,80,83,84,84,72,72,80,72,72,72,80,80,78,64,72,60,52,64,56,68,64,68,68,60,44,64
801117.SI,其他家电Ⅱ,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66,33,33,33,33,66,66,33,33,66,100,66,33,66
801116.SI,家电零部件Ⅱ,10,31,24,44,55,65,82,86,93,93,93,93,86,82,89,92,51,68,72,48,72,65,68,68,75,68,68,55,48
801115.SI,照明设备Ⅱ,8,25,41,50,58,75,83,83,75,91,91,91,75,83,83,83,75,75,75,66,75,75,75,75,83,83,83,83,75
801114.SI,厨卫电器,33,55,77,88,88,88,88,77,66,88,88,88,100,100,88,66,88,77,55,33,55,55,55,66,55,55,55,55,55
801113.SI,小家电,35,65,70,80,80,85,85,85,90,90,95,95,80,70,90,77,40,60,55,30,60,50,55,55,55,50,40,30,25
801112.SI,黑色家电,22,33,44,55,55,77,77,66,66,77,88,100,88,88,88,90,44,55,44,11,55,77,100,88,100,88,77,66,66
801111.SI,白色家电,81,81,72,81,81,81,81,81,72,100,63,54,45,36,54,40,36,63,27,50,60,60,60,63,54,72,54,45,70
801096.SI,商用车,84,92,100,100,100,92,100,76,61,76,53,53,46,46,30,15,15,30,7,23,23,23,30,46,23,69,30,30,30
801095.SI,乘用车,87,100,100,100,100,87,75,75,62,62,25,37,25,12,12,20,0,25,0,0,25,12,25,50,12,37,25,12,25
801881.SI,摩托车及其他,62,75,75,81,75,81,87,82,88,88,82,76,76,70,70,76,58,64,58,70,76,64,70,58,64,70,58,47,52
801092.SI,汽车服务,55,88,88,77,88,100,100,100,100,100,100,100,66,55,66,55,22,33,44,33,66,77,88,77,88,100,88,55,55
801093.SI,汽车零部件,21,35,35,53,64,76,83,85,88,91,92,95,92,88,92,90,43,51,52,39,56,55,56,55,63,65,61,59,47
801086.SI,电子化学品Ⅱ,0,0,0,0,0,0,14,51,85,85,85,94,94,100,100,100,82,80,82,48,37,37,74,51,60,34,22,22,8
801085.SI,消费电子,16,24,17,27,35,43,59,69,89,86,87,90,89,90,91,90,51,64,70,59,67,63,76,67,79,65,67,64,48
801082.SI,其他电子Ⅱ,9,12,15,21,24,33,51,66,87,87,93,100,96,96,96,93,66,75,75,48,60,42,72,54,72,48,42,51,33
801084.SI,光学光电子,4,8,5,12,29,40,61,72,90,89,92,94,96,94,94,96,68,74,75,55,69,54,76,69,77,64,52,49,38
801083.SI,元件,3,5,1,5,8,19,36,72,91,93,93,93,96,96,96,96,73,75,81,57,57,59,78,72,85,54,37,45,31
801081.SI,半导体,1,3,0,1,0,2,11,25,55,70,77,87,82,87,96,94,64,70,70,56,48,40,78,55,67,39,30,28,17
801056.SI,能源金属,0,18,18,18,18,72,100,100,100,100,100,100,100,100,100,100,18,18,54,54,18,45,36,45,45,18,0,0,0
801054.SI,小金属,3,11,11,22,29,66,92,100,100,100,100,100,88,92,92,91,77,59,70,66,37,40,62,59,37,22,7,14,7
801053.SI,贵金属,54,81,81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,90,81,63,63,72,63
801055.SI,工业金属,38,59,52,64,77,89,96,96,98,100,98,96,81,79,93,91,57,62,77,77,64,88,89,93,89,88,59,64,45
801051.SI,金属新材料,3,12,12,21,40,50,75,90,100,100,100,100,96,100,100,96,62,56,53,50,46,46,68,53,56,53,40,34,25
801045.SI,特钢Ⅱ,66,75,75,75,75,75,100,91,75,75,66,66,58,41,50,50,25,50,33,16,41,66,50,50,58,66,66,66,58
801044.SI,普钢,77,100,95,100,100,100,100,86,63,77,45,63,31,22,31,12,13,22,18,18,50,81,72,86,81,90,68,59,68
801043.SI,冶钢原料,66,66,66,77,88,100,88,88,88,100,100,100,66,66,77,66,55,55,66,77,66,66,77,88,88,80,70,60,60
801039.SI,非金属材料Ⅱ,12,12,12,12,37,50,50,62,100,100,100,100,100,100,100,100,75,87,75,62,62,62,87,87,87,87,37,50,25
801038.SI,农化制品,57,71,79,81,86,89,96,96,89,100,86,86,64,59,76,83,66,64,49,52,55,64,81,88,77,88,71,64,69
801037.SI,橡胶,17,29,29,47,64,64,82,82,100,100,100,100,100,100,100,93,70,82,76,70,70,70,76,70,76,70,70,64,58
801036.SI,塑料,9,9,12,26,38,48,63,76,87,91,93,98,94,97,100,98,65,75,76,66,73,68,79,76,77,65,59,43,40
801032.SI,化学纤维,26,61,53,65,76,80,96,96,96,96,96,92,76,73,80,72,50,50,46,42,50,61,65,76,76,80,76,57,60
801034.SI,化学制品,18,30,29,39,55,66,76,87,95,95,95,96,91,88,91,90,70,75,70,48,54,48,56,66,67,63,57,48,44
801033.SI,化学原料,49,57,64,70,77,80,89,91,92,96,87,87,75,66,77,81,54,63,64,59,70,80,87,94,87,89,76,69,58
801019.SI,农业综合Ⅱ,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100
801018.SI,动物保健Ⅱ,11,33,33,66,66,66,77,77,88,100,100,100,100,100,100,100,77,88,44,33,44,33,33,33,22,55,33,22,44
801017.SI,养殖业,22,31,31,54,77,63,77,72,72,100,95,86,86,63,81,84,63,95,63,54,86,90,95,95,95,100,86,77,90
801012.SI,农产品加工,65,78,65,91,86,91,91,100,95,100,100,95,95,82,86,95,86,82,65,60,82,78,82,95,95,91,86,78,82
801014.SI,饲料,33,38,38,55,72,61,66,61,61,94,88,88,88,50,66,100,50,72,55,44,66,66,66,83,83,83,88,72,77
801011.SI,林业Ⅱ,25,50,25,75,100,100,100,100,100,100,100,100,100,100,100,100,50,75,75,75,75,75,75,75,75,100,75,75,75
801015.SI,渔业,66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,83,100,100,100,100,100,100,100,100,100
801016.SI,种植业,70,75,80,85,90,90,95,100,100,100,100,95,90,65,95,95,95,95,85,85,90,90,95,95,90,95,90,80,85
avg,行业平均,42,56,55,65,72,77,81,81,82,87,83,84,78,72,75,72,46,55,50,41,54,57,59,61,63,68,59,53,56
