排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
61,801152.SI,生物制品,52.4,46.2,55.4,56.2,60.6
62,801127.SI,饮料乳品,52.0,61.5,45.4,48.5,31.8
63,801194.SI,保险Ⅱ,51.8,34.6,96.9,19.2,35.0
64,801231.SI,综合Ⅱ,51.7,65.4,49.2,38.5,55.4
65,801784.SI,城商行Ⅱ,51.5,60.8,3.8,96.2,75.4
66,801133.SI,饰品,51.5,29.2,32.3,100.0,49.9
67,801785.SI,农商行Ⅱ,51.3,55.4,11.5,93.1,70.6
68,801132.SI,服装家纺,51.0,71.5,34.6,46.2,59.3
69,801743.SI,地面兵装Ⅱ,50.5,49.2,60.8,40.0,52.5
70,801713.SI,装修建材,50.1,48.5,62.3,37.7,36.0
71,801017.SI,养殖业,49.9,64.6,33.8,51.5,38.5
72,801129.SI,调味发酵品Ⅱ,49.4,70.8,30.0,46.9,69.5
73,801971.SI,环境治理,49.3,52.3,47.7,47.7,61.5
74,801117.SI,其他家电Ⅱ,49.3,40.8,16.2,97.7,64.3
75,801736.SI,风电设备,49.2,66.9,50.0,27.7,41.7
76,801142.SI,家居用品,47.9,40.0,68.5,33.1,43.5
77,801103.SI,IT服务Ⅱ,47.7,23.1,53.1,70.0,59.9
78,801191.SI,多元金融,47.4,35.4,30.8,80.8,71.3
79,801737.SI,电池,46.5,57.7,64.6,12.3,67.4
80,801731.SI,电机Ⅱ,45.8,3.8,67.7,69.2,40.4
81,801093.SI,汽车零部件,45.6,26.2,51.5,61.5,40.5
82,801043.SI,冶钢原料,45.5,46.9,46.2,43.1,28.8
83,801112.SI,黑色家电,44.9,42.3,43.8,49.2,44.0
84,801181.SI,房地产开发,44.8,53.1,40.0,40.8,42.0
85,801104.SI,软件开发,44.8,32.3,37.7,67.7,62.4
86,801143.SI,造纸,43.9,28.5,50.8,53.8,20.7
87,801116.SI,家电零部件Ⅱ,43.1,31.5,73.1,21.5,35.7
88,801723.SI,基础建设,42.8,36.2,35.4,59.2,41.7
89,801202.SI,贸易Ⅱ,41.7,54.6,36.9,32.3,49.4
90,801995.SI,电视广播Ⅱ,41.2,20.8,17.7,92.3,72.3
91,801128.SI,休闲食品,40.9,18.5,23.8,86.9,40.5
92,801012.SI,农产品加工,40.7,11.5,23.1,95.4,53.5
93,801125.SI,白酒Ⅱ,40.4,39.2,26.2,58.5,30.7
94,801962.SI,油服工程,39.8,5.4,56.2,60.8,29.4
95,801096.SI,商用车,39.8,10.8,18.5,98.5,56.4
96,801056.SI,能源金属,39.5,43.8,53.8,17.7,56.4
97,801783.SI,股份制银行Ⅱ,39.0,44.6,5.4,71.5,68.8
98,801994.SI,教育,38.1,14.6,27.7,77.7,43.1
99,801015.SI,渔业,37.5,9.2,16.9,94.6,48.4
100,801765.SI,广告营销,37.4,13.1,33.1,70.8,31.9
101,801767.SI,数字媒体,36.6,30.8,19.2,63.8,54.0
102,801114.SI,厨卫电器,36.5,13.8,46.9,50.8,39.0
103,801115.SI,照明设备Ⅱ,36.1,26.9,58.5,20.8,59.5
104,801113.SI,小家电,36.0,7.7,25.4,81.5,30.6
105,801183.SI,房地产服务,35.7,20.0,39.2,50.0,32.5
106,801738.SI,电网设备,35.0,36.9,36.2,31.5,54.3
107,801126.SI,非白酒,33.9,12.3,10.8,86.2,18.3
108,801154.SI,医药商业,33.3,15.4,22.3,66.9,52.7
109,801721.SI,房屋建设Ⅱ,33.3,23.8,14.6,66.2,40.7
110,801782.SI,国有大型银行Ⅱ,32.2,60.0,7.7,28.5,63.2
111,801993.SI,旅游及景区,31.6,16.2,6.2,79.2,42.8
112,801207.SI,旅游零售Ⅱ,31.1,51.5,12.3,29.2,14.9
113,801982.SI,化妆品,30.7,6.9,31.5,57.7,26.8
114,801044.SI,普钢,30.6,25.4,0.0,72.3,38.1
115,801216.SI,体育Ⅱ,30.5,47.7,13.8,30.0,9.2
116,801769.SI,出版,30.4,19.2,3.1,75.4,58.3
117,801145.SI,文娱用品,29.9,10.0,6.9,80.0,44.5
118,801203.SI,一般零售,29.8,16.9,21.5,54.6,33.9
119,801055.SI,工业金属,29.8,4.6,66.2,16.9,36.6
120,801204.SI,专业连锁Ⅱ,29.4,0.8,10.0,85.4,34.1
121,801011.SI,林业Ⅱ,29.2,3.1,9.2,83.1,16.2
122,801223.SI,通信服务,28.6,27.7,40.8,15.4,45.2
123,801219.SI,酒店餐饮,28.4,17.7,0.8,73.1,46.8
124,801016.SI,种植业,28.2,1.5,8.5,82.3,46.2
125,801952.SI,焦炭Ⅱ,27.3,6.2,4.6,78.5,36.3
126,801766.SI,影视院线,27.3,22.3,24.6,36.2,25.9
127,801163.SI,燃气Ⅱ,26.6,21.5,20.8,39.2,46.6
128,801951.SI,煤炭开采,26.0,8.5,26.9,45.4,11.1
129,801095.SI,乘用车,23.5,2.3,1.5,73.8,28.5
130,801053.SI,贵金属,23.2,0.0,2.3,74.6,22.9
131,801161.SI,电力,22.8,38.5,20.0,7.7,23.1
