代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801181.SI,房地产开发,房地产,88,2026-06-26,2137.62,-0.87,-3.41,-3.78,-4.54,-10.12,42.14,241.42
801077.SI,工程机械,机械设备,28,2026-06-26,21406.96,-0.91,-3.72,-5.44,-4.36,-6.08,6.4,81.42
801081.SI,半导体,电子,175,2026-06-26,13224.78,-0.93,8.7,10.12,28.13,19.43,58.8,6025.03
801202.SI,贸易Ⅱ,商贸零售,12,2026-06-26,4265.73,-1.03,-3.44,-4.35,-2.4,-11.72,3.6,24.93
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-26,6849.34,-1.08,1.68,-2.27,5.67,-3.05,13.21,457.48
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-26,8876.84,-1.11,-2.46,-5.07,-1.04,-12.26,7.74,277.76
801963.SI,炼化及贸易,石油石化,30,2026-06-26,2758.65,-1.14,-2.57,-0.51,-3.06,-6.39,14.75,140.17
801127.SI,饮料乳品,食品饮料,26,2026-06-26,6458.94,-1.16,-2.06,-1.86,-5.72,-9.32,3.07,45.1
801132.SI,服装家纺,纺织服饰,59,2026-06-26,1493.15,-1.21,-2.77,-1.57,-0.62,-4.33,8.51,71.09
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-26,4960.41,-1.28,-5.62,-10.71,-3.0,-5.6,1.97,26.7
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801039.SI,非金属材料Ⅱ,基础化工,7,2026-06-26,9819.56,-1.37,3.9,2.84,21.44,21.01,1.15,97.13
801142.SI,家居用品,轻工制造,72,2026-06-26,1585.09,-1.37,-4.21,-4.34,-5.94,-11.74,6.15,76.51
801783.SI,股份制银行Ⅱ,银行,9,2026-06-26,3876.26,-1.41,-4.82,-3.55,-8.37,-4.43,12.17,102.66
801143.SI,造纸,轻工制造,23,2026-06-26,1939.24,-1.46,-4.79,-4.51,-7.93,-15.78,5.53,29.59
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-06-26,4288.38,-1.46,-1.2,-1.27,0.76,-7.91,6.24,39.85
801724.SI,专业工程,建筑装饰,39,2026-06-26,2002.31,-1.5,0.91,-0.66,4.67,1.35,10.76,157.7
801179.SI,铁路公路,交通运输,33,2026-06-26,1414.21,-1.53,-4.4,-3.68,-6.7,-9.01,6.03,31.03
801982.SI,化妆品,美容护理,14,2026-06-26,5445.87,-1.58,-6.16,-9.0,-9.13,-12.58,1.04,16.55
801218.SI,专业服务,社会服务,30,2026-06-26,6373.9,-1.65,-1.47,-1.32,6.95,-0.15,3.02,60.88
801074.SI,专用设备,机械设备,178,2026-06-26,13536.12,-1.69,-0.57,-2.3,5.16,-0.32,25.52,636.44
801141.SI,包装印刷,轻工制造,41,2026-06-26,2959.2,-1.71,-3.56,-3.11,-1.04,-5.91,8.65,92.59
801163.SI,燃气Ⅱ,公用事业,29,2026-06-26,2903.63,-1.74,-6.82,-5.26,-7.18,-11.39,4.52,46.04
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801178.SI,物流,交通运输,47,2026-06-26,3825.44,-1.83,-3.5,-2.89,-6.43,-11.38,5.5,49.54
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801183.SI,房地产服务,房地产,11,2026-06-26,704.68,-1.92,-5.52,-4.74,-8.64,-16.86,2.55,9.62
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-26,2714.09,-1.95,-5.04,-6.17,-8.56,-10.94,5.08,19.72
801016.SI,种植业,农林牧渔,20,2026-06-26,2097.13,-1.96,-8.83,-10.16,-11.3,-15.5,4.68,27.79
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-26,5462.13,-1.98,-4.27,-4.54,-2.43,-5.73,6.42,70.35
801206.SI,互联网电商,商贸零售,18,2026-06-26,9748.16,-2.01,-3.09,-2.34,-0.46,-10.25,2.52,31.19
801981.SI,个护用品,美容护理,12,2026-06-26,1142.88,-2.08,-5.26,-4.45,-4.14,-9.15,0.58,7.75
801034.SI,化学制品,基础化工,171,2026-06-26,7188.07,-2.19,-1.48,1.92,5.21,3.35,35.8,764.39
801124.SI,食品加工,食品饮料,25,2026-06-26,12239.08,-2.2,-3.36,-2.13,-3.35,-7.12,3.4,35.85
801012.SI,农产品加工,农林牧渔,22,2026-06-26,1904.03,-2.24,-6.25,-8.64,-8.22,-12.02,1.95,21.28
801951.SI,煤炭开采,煤炭,30,2026-06-26,3229.44,-2.28,-5.92,-5.31,-15.28,-11.92,16.44,128.75
801015.SI,渔业,农林牧渔,6,2026-06-26,600.55,-2.33,-7.63,-6.06,-8.89,-15.0,0.76,2.47
801991.SI,航空机场,交通运输,12,2026-06-26,2441.64,-2.33,2.17,0.41,2.39,-4.61,9.73,48.71
801713.SI,装修建材,建筑材料,35,2026-06-26,4673.11,-2.36,-4.28,-4.64,-3.91,-9.11,5.97,58.76
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-26,4087.15,-2.4,-3.04,-1.21,1.39,-2.5,3.1,20.84
801764.SI,游戏Ⅱ,传媒,26,2026-06-26,2743.25,-2.42,0.71,1.54,0.69,-7.12,12.45,188.19
801131.SI,纺织制造,纺织服饰,33,2026-06-26,1653.66,-2.42,-3.73,-1.07,0.41,-6.84,3.95,41.49
801993.SI,旅游及景区,社会服务,24,2026-06-26,1776.0,-2.43,-6.66,-6.15,-9.0,-11.74,2.55,19.08
801711.SI,水泥,建筑材料,21,2026-06-26,3847.15,-2.46,-2.83,-3.74,-5.27,-10.89,3.7,31.9
801038.SI,农化制品,基础化工,58,2026-06-26,5132.98,-2.49,-0.67,1.3,-0.0,-4.79,16.36,250.65
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-26,16117.91,-2.53,-5.04,-4.54,-2.69,-8.78,3.11,61.26
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-26,1066.75,-2.56,-7.19,-4.96,-12.63,-16.63,2.51,7.56
801765.SI,广告营销,传媒,28,2026-06-26,2429.8,-2.58,-6.34,-7.81,-7.21,-14.01,14.08,132.84
801155.SI,中药Ⅱ,医药生物,66,2026-06-26,5055.39,-2.63,-5.63,-4.78,-6.58,-8.94,9.08,81.35
801133.SI,饰品,纺织服饰,15,2026-06-26,1244.72,-2.63,-5.64,-6.47,-5.37,-11.49,1.68,11.47
801723.SI,基础建设,建筑装饰,45,2026-06-26,2034.55,-2.65,-5.39,-5.55,-4.23,-10.41,18.51,116.47
801219.SI,酒店餐饮,社会服务,9,2026-06-26,1362.01,-2.68,-6.49,-6.29,-8.05,-12.04,0.85,7.38
801203.SI,一般零售,商贸零售,59,2026-06-26,2483.55,-2.7,-6.33,-6.2,-7.72,-14.3,15.15,79.27
801033.SI,化学原料,基础化工,57,2026-06-26,3419.07,-2.76,-2.27,3.03,2.53,-0.27,18.0,284.99
801971.SI,环境治理,环保,105,2026-06-26,1868.73,-2.8,-5.23,-3.86,-2.06,-7.98,15.41,154.0
801145.SI,文娱用品,轻工制造,22,2026-06-26,1561.06,-2.83,-6.18,-6.33,-9.4,-17.95,1.62,16.73
801769.SI,出版,传媒,29,2026-06-26,1335.66,-2.84,-6.3,-6.39,-7.23,-11.84,2.85,29.09
801093.SI,汽车零部件,汽车,240,2026-06-26,7444.57,-2.87,-5.25,-7.61,-4.36,-13.86,33.74,605.5
801072.SI,通用设备,机械设备,219,2026-06-26,9372.01,-2.88,-0.57,-2.44,8.94,2.35,39.68,1068.44
801044.SI,普钢,钢铁,23,2026-06-26,1961.72,-2.93,-5.7,-6.98,-5.97,-10.97,16.93,44.92
801972.SI,环保设备Ⅱ,环保,27,2026-06-26,2413.89,-2.94,-1.95,-2.58,0.7,-4.4,5.41,97.95
801962.SI,油服工程,石油石化,13,2026-06-26,2084.48,-2.97,-7.51,-7.8,-9.43,-15.56,4.02,23.1
801128.SI,休闲食品,食品饮料,22,2026-06-26,1533.75,-2.97,-5.35,-4.75,-9.98,-15.13,1.44,16.45
801043.SI,冶钢原料,钢铁,9,2026-06-26,3282.42,-3.05,-2.95,-3.67,-8.82,-9.83,6.81,45.12
801995.SI,电视广播Ⅱ,传媒,14,2026-06-26,949.73,-3.26,-6.85,-5.77,-4.16,-15.79,3.57,20.18
801112.SI,黑色家电,家用电器,10,2026-06-26,1995.38,-3.27,-4.26,-5.47,-3.37,-11.49,3.17,33.48
801096.SI,商用车,汽车,13,2026-06-26,6609.64,-3.27,-5.45,-6.7,-9.9,-18.19,3.47,40.86
801082.SI,其他电子Ⅱ,电子,33,2026-06-26,22996.01,-3.31,-0.13,2.57,23.38,13.56,8.82,397.72
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-26,33375.12,-3.33,-3.88,-4.0,-8.53,-10.14,2.17,144.71
801032.SI,化学纤维,基础化工,27,2026-06-26,4923.04,-3.35,-1.11,-0.17,1.7,0.31,8.51,95.87
801045.SI,特钢Ⅱ,钢铁,12,2026-06-26,3815.15,-3.36,-6.42,-6.83,-0.67,-8.4,2.58,22.59
801092.SI,汽车服务,汽车,10,2026-06-26,443.99,-3.41,-5.7,-6.71,-4.73,-9.42,1.47,14.07
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-26,7042.45,-3.44,-4.01,-6.87,-6.25,-13.56,6.02,120.6
801766.SI,影视院线,传媒,19,2026-06-26,989.57,-3.46,-6.24,-5.18,-5.36,-17.33,8.04,55.62
801113.SI,小家电,家用电器,20,2026-06-26,3641.77,-3.5,-5.97,-7.5,-9.41,-17.19,1.0,18.94
801767.SI,数字媒体,传媒,14,2026-06-26,1576.34,-3.52,-7.02,-5.82,-4.06,-9.15,1.85,37.0
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-26,6594.84,-3.54,-3.06,-0.34,-3.18,-2.66,4.18,62.31
801114.SI,厨卫电器,家用电器,9,2026-06-26,7240.5,-3.57,-6.05,-6.15,-10.05,-14.04,0.67,8.0
801223.SI,通信服务,通信,38,2026-06-26,2096.0,-3.63,-5.56,-6.9,-5.09,-12.44,11.6,179.2
801054.SI,小金属,有色金属,26,2026-06-26,46751.74,-3.63,-1.33,-0.99,14.2,15.25,15.91,804.35
801154.SI,医药商业,医药生物,32,2026-06-26,4060.66,-3.65,-7.48,-6.42,-7.44,-11.29,3.79,30.65
801101.SI,计算机设备,计算机,84,2026-06-26,2972.35,-3.65,0.26,-0.93,7.45,-3.01,16.22,528.4
801153.SI,医疗器械,医药生物,129,2026-06-26,5316.01,-3.68,-5.62,-5.76,-5.48,-12.92,8.11,216.29
801053.SI,贵金属,有色金属,11,2026-06-26,19688.64,-3.73,-7.97,-14.51,-8.97,-18.31,5.23,98.59
801231.SI,综合Ⅱ,综合,15,2026-06-26,4370.82,-3.88,-1.46,-3.35,-1.04,-9.91,4.02,44.19
801051.SI,金属新材料,有色金属,32,2026-06-26,11680.94,-3.91,-4.28,-6.64,4.79,4.14,8.58,225.18
801193.SI,证券Ⅱ,非银金融,50,2026-06-26,6292.56,-3.91,-2.54,5.36,9.55,7.82,57.67,724.25
801083.SI,元件,电子,58,2026-06-26,29285.86,-4.01,4.33,-2.87,17.84,16.31,26.21,1886.36
801992.SI,航运港口,交通运输,34,2026-06-26,3225.37,-4.2,-4.21,-0.31,3.7,-2.65,15.24,129.49
801152.SI,生物制品,医药生物,51,2026-06-26,4840.17,-4.21,-5.56,-4.21,-2.77,-10.51,5.03,90.27
801151.SI,化学制药,医药生物,151,2026-06-26,10538.59,-4.21,-3.61,-0.96,-0.4,-6.36,21.96,351.26
801078.SI,自动化设备,机械设备,79,2026-06-26,25424.89,-4.24,-0.85,-4.62,7.11,1.11,14.16,876.29
801036.SI,塑料,基础化工,73,2026-06-26,6046.64,-4.25,-1.75,-3.6,6.76,6.72,16.05,382.34
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-26,3030.06,-4.28,-4.88,-5.87,-1.81,-10.69,2.96,75.89
801055.SI,工业金属,有色金属,60,2026-06-26,2968.06,-4.3,-8.07,-11.41,-5.24,-13.79,52.39,748.37
801095.SI,乘用车,汽车,8,2026-06-26,13047.99,-4.42,-7.31,-10.46,-12.16,-18.87,4.45,93.82
801191.SI,多元金融,非银金融,26,2026-06-26,1087.76,-4.45,-6.76,-4.75,-2.72,-10.49,8.46,56.33
801103.SI,IT服务Ⅱ,计算机,119,2026-06-26,4711.3,-4.47,-6.86,-7.49,-2.64,-13.3,28.6,502.78
801738.SI,电网设备,电力设备,125,2026-06-26,5923.83,-4.5,-6.03,-5.98,-0.3,-13.81,28.54,545.12
801194.SI,保险Ⅱ,非银金融,5,2026-06-26,1062.04,-4.56,-5.89,-3.13,-8.54,-8.06,4.37,139.67
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-26,3285.25,-4.62,-8.71,-11.01,-11.85,-19.99,1.08,9.48
801104.SI,软件开发,计算机,131,2026-06-26,5549.45,-4.74,-7.37,-5.75,-1.23,-13.48,20.17,538.09
801731.SI,电机Ⅱ,电力设备,26,2026-06-26,12975.33,-4.9,-8.15,-10.35,-6.55,-18.0,3.91,74.58
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-06-26,45705.01,-5.04,-4.91,-7.97,5.29,-7.7,8.03,317.16
801085.SI,消费电子,电子,90,2026-06-26,12281.57,-5.17,-0.08,-2.27,9.85,-2.38,31.4,1422.12
801056.SI,能源金属,有色金属,13,2026-06-26,21038.82,-5.68,-4.13,-6.95,-3.04,-7.7,6.31,309.14
801737.SI,电池,电力设备,97,2026-06-26,25284.89,-5.81,-4.84,-5.26,1.43,-7.61,31.09,1236.41
801102.SI,通信设备,通信,85,2026-06-26,12954.74,-6.78,-2.77,-4.29,10.37,10.15,28.05,2687.47
