代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-24,5123.39,-2.52,-7.78,-7.72,-2.68,-2.01,1.87,22.74
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-24,7358.09,0.29,-2.7,-2.41,-5.27,-15.83,5.41,98.26
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801124.SI,食品加工,食品饮料,25,2026-06-24,12544.4,-0.95,0.31,-1.46,-1.24,-5.39,2.9,27.43
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-24,34153.52,-1.64,-1.76,-4.82,-5.03,-8.29,1.92,130.84
801126.SI,非白酒,食品饮料,17,2026-06-24,3147.6,-2.53,-3.6,-10.38,-11.45,-15.28,1.59,19.25
801127.SI,饮料乳品,食品饮料,26,2026-06-24,6544.45,-0.76,-0.56,-2.27,-3.43,-9.47,2.9,45.02
801128.SI,休闲食品,食品饮料,22,2026-06-24,1585.85,-2.13,-1.51,-6.2,-7.77,-13.42,1.46,16.84
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-24,6848.68,0.68,3.5,1.69,2.4,-2.28,4.07,64.85
801131.SI,纺织制造,纺织服饰,33,2026-06-24,1698.21,-1.13,1.59,0.91,1.1,-5.86,4.62,43.99
801132.SI,服装家纺,纺织服饰,59,2026-06-24,1533.59,-0.13,1.09,-1.48,1.01,-4.62,10.2,82.71
801133.SI,饰品,纺织服饰,15,2026-06-24,1298.55,-1.56,-2.42,-5.19,-3.44,-10.74,1.68,12.01
801143.SI,造纸,轻工制造,23,2026-06-24,1990.85,-2.25,-1.97,-6.81,-8.41,-14.77,5.36,29.27
801141.SI,包装印刷,轻工制造,41,2026-06-24,3072.83,0.14,0.61,0.65,0.86,-3.46,8.47,90.87
801142.SI,家居用品,轻工制造,72,2026-06-24,1630.01,-1.5,-1.63,-3.58,-4.24,-11.75,6.27,74.12
801145.SI,文娱用品,轻工制造,22,2026-06-24,1632.68,-1.87,-2.03,-6.43,-8.43,-13.35,1.96,20.0
801151.SI,化学制药,医药生物,151,2026-06-24,11007.28,0.67,3.45,3.54,3.94,-4.3,28.48,474.78
801155.SI,中药Ⅱ,医药生物,66,2026-06-24,5266.4,-1.7,-0.81,-2.37,-3.09,-6.36,10.55,95.03
801152.SI,生物制品,医药生物,51,2026-06-24,5090.74,-0.67,0.75,1.25,1.0,-8.06,6.44,122.2
801154.SI,医药商业,医药生物,32,2026-06-24,4290.34,-2.25,-1.13,-2.71,-2.98,-8.07,4.94,47.57
801153.SI,医疗器械,医药生物,129,2026-06-24,5571.72,-1.08,-1.23,-2.04,-1.85,-10.39,9.3,229.92
801156.SI,医疗服务,医药生物,51,2026-06-24,6622.35,4.43,7.68,11.96,14.62,2.82,11.44,312.84
801161.SI,电力,公用事业,102,2026-06-24,3352.99,-1.51,-1.78,-5.74,-6.93,-7.71,61.55,517.09
801163.SI,燃气Ⅱ,公用事业,29,2026-06-24,3024.93,-2.92,-1.3,-2.41,-2.75,-10.56,4.36,48.82
801178.SI,物流,交通运输,47,2026-06-24,3898.39,-1.66,-1.04,-3.55,-5.12,-11.31,5.38,46.81
801179.SI,铁路公路,交通运输,33,2026-06-24,1449.82,-1.99,-1.26,-2.95,-5.63,-8.15,6.45,33.28
801991.SI,航空机场,交通运输,12,2026-06-24,2396.16,0.27,-1.46,-4.28,-0.91,-8.75,9.6,44.0
801992.SI,航运港口,交通运输,34,2026-06-24,3430.7,1.89,6.04,6.08,8.47,-0.17,16.13,125.35
801181.SI,房地产开发,房地产,88,2026-06-24,2180.99,-1.45,-1.83,-2.91,-3.11,-9.64,39.25,223.68
801183.SI,房地产服务,房地产,11,2026-06-24,717.81,-3.76,-2.97,-7.26,-9.25,-16.54,2.83,9.12
801202.SI,贸易Ⅱ,商贸零售,12,2026-06-24,4333.33,-1.91,-2.83,-5.53,-4.93,-12.54,2.25,16.12
801203.SI,一般零售,商贸零售,59,2026-06-24,2573.12,-2.95,-2.82,-7.66,-7.09,-13.58,17.82,86.62
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-24,3493.99,-2.91,-5.36,-8.69,-9.74,-19.25,0.87,8.14
801206.SI,互联网电商,商贸零售,18,2026-06-24,10071.4,0.13,0.9,-0.4,-1.19,-8.15,3.19,31.33
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801218.SI,专业服务,社会服务,30,2026-06-24,6529.81,0.94,1.1,2.2,7.53,1.4,3.01,59.53
801219.SI,酒店餐饮,社会服务,9,2026-06-24,1417.16,-2.7,-2.49,-6.67,-5.53,-10.93,0.85,6.89
801993.SI,旅游及景区,社会服务,24,2026-06-24,1830.63,-3.79,-3.27,-7.12,-6.38,-10.61,2.84,23.54
801994.SI,教育,社会服务,15,2026-06-24,1595.24,-2.94,-4.41,-8.32,-9.51,-17.03,3.94,17.08
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-24,1867.36,-2.53,0.69,-2.94,-3.48,-0.39,17.86,119.32
801783.SI,股份制银行Ⅱ,银行,9,2026-06-24,3972.93,-2.44,-1.15,-4.69,-5.06,-2.23,14.73,125.9
801784.SI,城商行Ⅱ,银行,17,2026-06-24,1000.67,-2.33,-0.99,-4.16,-4.9,-2.0,8.77,73.72
801785.SI,农商行Ⅱ,银行,10,2026-06-24,734.19,-3.02,-1.04,-4.62,-6.16,-5.09,3.6,17.77
801193.SI,证券Ⅱ,非银金融,50,2026-06-24,6327.25,-2.01,5.94,2.62,10.38,4.89,58.71,715.47
801194.SI,保险Ⅱ,非银金融,5,2026-06-24,1103.02,-2.26,0.61,-6.3,-5.87,-7.59,3.23,114.54
801191.SI,多元金融,非银金融,26,2026-06-24,1134.56,-2.75,-0.65,-3.41,0.46,-9.19,8.46,56.59
801231.SI,综合Ⅱ,综合,15,2026-06-24,4577.28,3.19,1.22,5.55,1.65,-2.81,4.75,57.08
801711.SI,水泥,建筑材料,21,2026-06-24,3919.24,-1.01,-1.94,-3.79,-5.5,-10.58,3.9,29.9
801712.SI,玻璃玻纤,建筑材料,16,2026-06-24,30553.08,8.24,9.81,15.62,39.33,33.58,13.61,381.37
801713.SI,装修建材,建筑材料,35,2026-06-24,4827.05,-1.12,-1.5,-2.91,-1.96,-9.3,6.5,73.16
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-24,2807.96,-1.75,-2.92,-4.89,-4.48,-8.1,4.58,20.23
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-06-24,4357.0,0.38,0.31,-0.41,0.15,-8.8,5.41,36.0
801723.SI,基础建设,建筑装饰,45,2026-06-24,2116.51,-1.58,-1.74,-1.87,-3.01,-8.35,18.27,121.09
801724.SI,专业工程,建筑装饰,39,2026-06-24,2020.1,1.81,0.22,1.25,5.23,0.69,10.26,130.51
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-06-24,2265.39,1.06,1.42,4.24,7.44,4.61,4.25,79.61
801731.SI,电机Ⅱ,电力设备,26,2026-06-24,14028.53,-0.69,-3.08,-3.48,-5.43,-16.53,3.88,75.37
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-06-24,47809.47,-0.53,-3.74,-0.85,0.93,-2.23,6.79,229.92
801735.SI,光伏设备,电力设备,64,2026-06-24,6587.37,0.25,-0.8,-2.19,-0.26,-12.23,18.91,462.52
801736.SI,风电设备,电力设备,29,2026-06-24,2484.87,-0.38,-2.18,-2.54,-2.55,-17.99,5.93,103.13
801737.SI,电池,电力设备,97,2026-06-24,26854.5,1.07,0.62,-1.15,4.38,0.01,29.37,1204.17
801738.SI,电网设备,电力设备,125,2026-06-24,6254.66,-0.79,-0.73,-1.45,0.78,-7.63,26.34,501.23
801072.SI,通用设备,机械设备,219,2026-06-24,9620.56,2.07,0.15,4.15,7.07,4.78,41.16,1059.93
801074.SI,专用设备,机械设备,178,2026-06-24,13653.02,0.29,-1.45,0.4,2.58,0.47,28.02,618.05
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-24,5587.08,-2.08,-2.36,-2.68,-1.09,-4.63,7.25,73.67
801077.SI,工程机械,机械设备,28,2026-06-24,21669.57,-2.54,-4.28,-5.01,-9.02,-7.93,7.47,95.69
801078.SI,自动化设备,机械设备,79,2026-06-24,26095.55,1.76,-2.11,1.59,4.26,2.65,13.83,799.74
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-24,29284.37,1.16,-6.4,-5.23,-10.6,-12.61,2.19,74.62
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-24,9127.42,0.3,-2.39,-2.91,1.76,-10.72,7.51,239.75
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-24,16598.64,-2.21,-1.69,-3.81,-0.96,-6.73,2.76,54.09
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-24,3179.5,-0.19,-1.22,-1.52,1.38,-7.24,2.69,67.28
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-24,6853.79,1.74,-2.21,1.04,5.29,-2.59,9.86,329.31
801101.SI,计算机设备,计算机,84,2026-06-24,3023.13,1.97,0.76,3.44,6.22,-4.23,16.34,452.6
801103.SI,IT服务Ⅱ,计算机,119,2026-06-24,5045.25,-0.25,-0.94,-0.13,-1.28,-10.14,29.34,489.9
801104.SI,软件开发,计算机,131,2026-06-24,5903.49,-1.46,0.27,0.17,-1.07,-10.47,20.93,548.34
801764.SI,游戏Ⅱ,传媒,26,2026-06-24,2740.32,0.6,1.43,0.78,-2.76,-9.21,9.81,145.77
801765.SI,广告营销,传媒,28,2026-06-24,2574.68,-0.75,-2.32,-3.07,-6.67,-10.23,10.63,104.32
801766.SI,影视院线,传媒,19,2026-06-24,1016.65,-3.67,-2.58,-5.81,-9.11,-15.62,7.65,56.68
801767.SI,数字媒体,传媒,14,2026-06-24,1670.23,-1.48,-0.21,-1.39,-5.7,-4.0,2.06,42.69
801769.SI,出版,传媒,29,2026-06-24,1398.28,-1.91,-2.0,-3.17,-6.45,-8.82,2.92,32.23
801995.SI,电视广播Ⅱ,传媒,14,2026-06-24,992.82,-2.62,-1.49,-3.44,-4.04,-14.37,3.79,21.5
801223.SI,通信服务,通信,38,2026-06-24,2213.9,-0.25,-1.66,-1.32,-1.73,-9.64,13.14,201.81
801102.SI,通信设备,通信,85,2026-06-24,13462.74,1.04,-0.54,5.31,8.75,19.83,23.65,2296.63
801951.SI,煤炭开采,煤炭,30,2026-06-24,3363.16,-2.02,-1.39,-5.52,-14.26,-5.95,19.59,169.09
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-24,1085.39,-5.57,-3.3,-10.6,-15.66,-14.48,3.42,10.51
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801962.SI,油服工程,石油石化,13,2026-06-24,2206.44,-2.1,-2.4,-3.63,-4.71,-12.13,4.31,26.78
801963.SI,炼化及贸易,石油石化,30,2026-06-24,2848.07,0.59,2.72,-1.84,-0.63,-5.88,13.04,117.62
801971.SI,环境治理,环保,105,2026-06-24,1937.79,-1.72,-0.31,-1.38,0.04,-6.28,17.11,167.24
801972.SI,环保设备Ⅱ,环保,27,2026-06-24,2472.78,0.44,-0.2,0.03,1.05,-4.87,5.21,86.03
801981.SI,个护用品,美容护理,12,2026-06-24,1180.9,-2.11,-1.27,-3.64,-1.41,-7.73,0.67,9.36
801982.SI,化妆品,美容护理,14,2026-06-24,5628.13,-3.02,-5.95,-8.67,-7.4,-11.61,0.98,16.41
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
