代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801054.SI,小金属,有色金属,26,2026-07-01,46890.85,-0.7,0.3,-1.85,1.24,18.46,13.51,661.96
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801086.SI,电子化学品Ⅱ,电子,34,2026-07-01,17814.97,-0.77,7.36,10.89,26.77,50.07,17.09,972.8
801737.SI,电池,电力设备,97,2026-07-01,25863.01,-0.81,2.29,-3.69,-4.8,-5.7,29.39,1199.24
801738.SI,电网设备,电力设备,125,2026-07-01,5894.03,-1.1,-0.5,-5.77,-7.13,-11.79,27.9,506.94
801101.SI,计算机设备,计算机,84,2026-07-01,3065.52,-1.25,3.13,1.4,4.89,4.08,17.0,551.88
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801115.SI,照明设备Ⅱ,家用电器,12,2026-07-01,4911.57,-1.46,-0.98,-4.13,-11.54,-3.95,2.79,23.22
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801082.SI,其他电子Ⅱ,电子,33,2026-07-01,22870.84,-1.81,-0.54,-2.52,9.72,18.52,8.04,366.36
801078.SI,自动化设备,机械设备,79,2026-07-01,26216.9,-1.89,3.12,0.47,2.07,8.72,15.06,904.81
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801081.SI,半导体,电子,175,2026-07-01,14052.44,-1.95,6.26,10.0,28.04,39.22,62.3,6713.94
801085.SI,消费电子,电子,90,2026-07-01,12289.15,-2.46,0.06,-4.28,3.22,-0.06,28.77,1287.0
801712.SI,玻璃玻纤,建筑材料,16,2026-07-01,32005.3,-2.66,-6.65,4.75,21.12,48.09,14.02,384.77
801083.SI,元件,电子,58,2026-07-01,28739.23,-3.21,-1.87,-0.09,2.1,15.0,25.88,1784.28
801735.SI,光伏设备,电力设备,64,2026-07-01,6741.44,-3.34,2.16,2.34,0.1,-3.31,30.49,814.34
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-07-01,45726.93,-3.64,0.05,-4.36,-5.17,-4.1,7.84,289.42
801039.SI,非金属材料Ⅱ,基础化工,7,2026-07-01,8911.16,-4.29,-9.25,-6.75,-0.36,13.22,1.02,80.72
801102.SI,通信设备,通信,85,2026-07-01,12667.1,-4.3,-2.22,-5.91,-0.91,6.64,25.76,2281.97
