代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801161.SI,电力,公用事业,102,2026-07-06,3255.46,-0.43,-1.16,-0.53,-5.17,-11.12,54.01,382.78
801131.SI,纺织制造,纺织服饰,33,2026-07-06,1705.71,-0.48,2.89,3.2,0.9,0.32,4.37,46.8
801093.SI,汽车零部件,汽车,240,2026-07-06,7937.61,-0.51,4.16,7.94,-0.21,-4.41,40.68,874.73
801183.SI,房地产服务,房地产,11,2026-07-06,722.71,-0.58,-0.1,2.59,-2.19,-12.29,2.39,7.87
801981.SI,个护用品,美容护理,12,2026-07-06,1201.87,-0.6,1.51,1.47,1.31,-2.86,0.53,7.56
801096.SI,商用车,汽车,13,2026-07-06,6866.31,-0.61,2.88,4.08,-4.24,-9.85,4.42,43.29
801982.SI,化妆品,美容护理,14,2026-07-06,5865.4,-0.62,1.56,5.83,0.53,-5.66,1.18,22.18
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801092.SI,汽车服务,汽车,10,2026-07-06,435.2,-0.76,-2.0,0.03,-6.93,-9.9,1.06,7.38
801713.SI,装修建材,建筑材料,35,2026-07-06,4693.7,-0.77,-0.67,1.19,-4.86,-7.76,5.35,54.28
801142.SI,家居用品,轻工制造,72,2026-07-06,1638.95,-0.78,1.01,2.95,-0.69,-6.42,5.26,66.99
801218.SI,专业服务,社会服务,30,2026-07-06,6326.85,-0.79,-3.76,1.12,-3.57,2.34,2.5,46.16
801095.SI,乘用车,汽车,8,2026-07-06,14108.99,-0.88,5.42,6.1,-2.45,-9.31,4.88,84.44
801995.SI,电视广播Ⅱ,传媒,14,2026-07-06,936.57,-0.9,-1.27,0.07,-8.2,-12.6,2.95,15.63
801056.SI,能源金属,有色金属,13,2026-07-06,20620.86,-0.9,-6.0,-4.05,-12.62,-2.49,4.23,226.01
801053.SI,贵金属,有色金属,11,2026-07-06,21993.69,-0.92,12.43,10.05,-7.2,-5.17,12.07,255.05
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-07-06,3368.78,-1.03,-1.01,3.74,-8.58,-14.03,0.77,6.57
801132.SI,服装家纺,纺织服饰,59,2026-07-06,1563.59,-1.06,1.81,5.21,3.44,1.49,7.99,64.51
801133.SI,饰品,纺织服饰,15,2026-07-06,1341.0,-1.1,3.29,6.0,-0.02,-2.96,2.29,20.8
801034.SI,化学制品,基础化工,171,2026-07-06,7216.53,-1.14,-4.22,-0.19,-2.19,5.84,30.73,761.44
801971.SI,环境治理,环保,105,2026-07-06,1908.91,-1.15,0.39,2.94,-3.28,-3.06,17.29,168.4
801738.SI,电网设备,电力设备,125,2026-07-06,5809.45,-1.27,-1.44,-1.85,-10.86,-9.1,26.59,493.49
801074.SI,专用设备,机械设备,178,2026-07-06,13419.05,-1.31,-1.44,1.13,-3.03,0.45,26.46,613.08
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801113.SI,小家电,家用电器,20,2026-07-06,3893.94,-1.49,2.72,5.3,-1.15,-7.89,0.93,20.54
801032.SI,化学纤维,基础化工,27,2026-07-06,4753.65,-1.54,-2.97,-2.18,-5.91,-4.5,8.32,72.85
801104.SI,软件开发,计算机,131,2026-07-06,5593.59,-1.57,-4.26,0.81,-8.19,-6.9,16.26,449.33
801724.SI,专业工程,建筑装饰,39,2026-07-06,1950.11,-1.58,-3.73,-3.57,-4.18,1.44,7.82,98.06
801103.SI,IT服务Ⅱ,计算机,119,2026-07-06,4782.34,-1.67,-3.49,2.4,-7.54,-6.95,25.56,453.35
801202.SI,贸易Ⅱ,商贸零售,12,2026-07-06,4141.07,-1.7,-2.44,-0.23,-7.94,-14.55,2.45,18.17
801206.SI,互联网电商,商贸零售,18,2026-07-06,9965.82,-1.77,-3.4,2.47,-1.3,-4.32,2.67,28.47
801745.SI,军工电子Ⅱ,国防军工,62,2026-07-06,7044.62,-1.78,-2.72,2.74,1.59,5.07,12.33,460.65
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801043.SI,冶钢原料,钢铁,9,2026-07-06,3256.44,-1.79,-3.58,0.46,-7.78,-10.48,4.34,29.64
801223.SI,通信服务,通信,38,2026-07-06,2120.17,-1.86,-3.01,2.51,-6.91,-7.54,10.38,154.98
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801766.SI,影视院线,传媒,19,2026-07-06,1028.84,-1.99,-0.58,3.41,-2.16,-10.21,7.11,53.6
801735.SI,光伏设备,电力设备,64,2026-07-06,6152.99,-2.05,-8.73,-8.41,-11.07,-8.24,21.16,445.72
801141.SI,包装印刷,轻工制造,41,2026-07-06,2872.7,-2.13,-5.39,-2.75,-6.25,-6.22,6.54,66.53
801086.SI,电子化学品Ⅱ,电子,34,2026-07-06,15617.96,-2.21,-12.33,-10.06,-2.25,25.95,12.69,663.08
801743.SI,地面兵装Ⅱ,国防军工,12,2026-07-06,15991.77,-2.21,-2.8,1.77,-7.24,-6.11,3.02,50.24
801737.SI,电池,电力设备,97,2026-07-06,24956.79,-2.24,-3.5,-2.58,-9.91,-3.28,24.35,913.17
801072.SI,通用设备,机械设备,219,2026-07-06,9412.73,-2.4,-2.42,1.13,-2.49,5.95,43.47,1175.99
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-07-06,4244.42,-2.44,-2.64,-0.26,-2.26,-5.89,4.45,25.54
801731.SI,电机Ⅱ,电力设备,26,2026-07-06,14129.99,-2.57,4.55,10.36,-1.3,-6.78,6.7,153.73
801767.SI,数字媒体,传媒,14,2026-07-06,1532.17,-2.58,-3.25,-2.05,-11.2,-13.04,3.12,47.72
801085.SI,消费电子,电子,90,2026-07-06,11495.3,-2.64,-6.46,-3.98,-8.51,-4.15,26.63,946.15
801742.SI,航空装备Ⅱ,国防军工,45,2026-07-06,8879.37,-2.7,-1.68,1.41,-5.47,-4.4,6.87,204.13
801972.SI,环保设备Ⅱ,环保,27,2026-07-06,2352.13,-2.71,-3.58,-1.7,-5.85,-4.08,3.88,59.34
801765.SI,广告营销,传媒,28,2026-07-06,2384.83,-3.04,-4.77,-1.68,-12.24,-12.76,15.85,143.27
801078.SI,自动化设备,机械设备,79,2026-07-06,24671.87,-3.08,-5.89,-3.14,-5.22,-1.06,16.27,823.4
801736.SI,风电设备,电力设备,29,2026-07-06,2466.02,-3.17,-2.55,1.79,-3.97,-7.33,7.26,133.54
801102.SI,通信设备,通信,85,2026-07-06,11222.63,-3.2,-11.4,-10.82,-18.5,-7.5,24.5,1875.04
801036.SI,塑料,基础化工,73,2026-07-06,5693.79,-3.26,-5.44,-2.54,-10.93,2.28,13.69,318.62
801039.SI,非金属材料Ⅱ,基础化工,7,2026-07-06,7991.06,-3.33,-10.33,-14.28,-20.35,3.82,1.09,75.61
801037.SI,橡胶,基础化工,17,2026-07-06,5536.11,-3.46,-5.77,-3.34,2.84,9.5,3.05,66.43
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-07-06,2354.29,-3.65,-5.77,-0.91,3.15,9.52,6.11,144.03
801116.SI,家电零部件Ⅱ,家用电器,30,2026-07-06,7611.41,-3.75,1.96,8.28,1.4,-3.17,6.77,182.1
801115.SI,照明设备Ⅱ,家用电器,12,2026-07-06,4696.26,-3.77,-4.38,-7.23,-13.25,-10.95,1.68,19.79
801083.SI,元件,电子,58,2026-07-06,25861.81,-3.99,-10.01,-9.42,-13.73,3.24,23.18,1454.46
801741.SI,航天装备Ⅱ,国防军工,9,2026-07-06,32478.44,-4.21,-1.49,5.05,5.81,-2.72,3.67,142.52
801054.SI,小金属,有色金属,26,2026-07-06,42847.73,-4.75,-8.62,-8.5,-15.63,6.35,13.12,607.64
801051.SI,金属新材料,有色金属,32,2026-07-06,11236.69,-4.96,-5.88,-1.26,-9.47,0.53,7.77,201.74
801084.SI,光学光电子,电子,96,2026-07-06,2236.27,-5.63,-11.72,-5.37,-2.26,3.07,93.03,1094.74
801712.SI,玻璃玻纤,建筑材料,16,2026-07-06,28281.34,-9.53,-11.64,-12.79,-3.49,34.27,12.51,402.2
