代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801017.SI,养殖业,农林牧渔,23,2026-06-25,2261.76,-0.62,-4.88,-6.47,-7.16,-13.61,5.25,46.03
801231.SI,综合Ⅱ,综合,15,2026-06-25,4547.19,-0.66,1.57,0.6,2.48,-6.04,4.4,54.33
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801152.SI,生物制品,医药生物,51,2026-06-25,5053.04,-0.74,0.25,1.37,0.2,-7.6,6.07,111.58
801218.SI,专业服务,社会服务,30,2026-06-25,6480.66,-0.75,-1.23,1.33,8.27,2.83,3.06,61.66
801971.SI,环境治理,环保,105,2026-06-25,1922.52,-0.79,-2.6,-1.55,-0.28,-5.48,16.8,172.87
801203.SI,一般零售,商贸零售,59,2026-06-25,2552.56,-0.8,-3.45,-5.81,-6.59,-13.85,15.26,80.43
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-25,4187.63,-0.81,1.27,1.45,1.99,-0.37,2.64,16.91
801095.SI,乘用车,汽车,8,2026-06-25,13651.09,-0.81,-5.62,-6.01,-8.75,-15.39,4.19,89.8
801738.SI,电网设备,电力设备,125,2026-06-25,6202.64,-0.83,-4.83,-1.75,3.47,-8.99,26.82,498.86
801713.SI,装修建材,建筑材料,35,2026-06-25,4786.2,-0.85,-2.98,-3.89,-2.3,-7.34,6.59,71.73
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-25,7293.49,-0.88,-2.84,-2.38,-2.83,-12.67,5.47,110.2
801045.SI,特钢Ⅱ,钢铁,12,2026-06-25,3947.84,-0.89,-4.22,-1.31,2.21,-5.91,2.51,25.12
801126.SI,非白酒,食品饮料,17,2026-06-25,3118.5,-0.92,-3.81,-8.29,-14.92,-16.49,1.58,19.38
801015.SI,渔业,农林牧渔,6,2026-06-25,614.9,-0.92,-3.83,-5.36,-7.36,-12.38,0.78,2.69
801736.SI,风电设备,电力设备,29,2026-06-25,2461.66,-0.93,-4.14,-3.24,-1.11,-16.56,6.01,114.08
801153.SI,医疗器械,医药生物,129,2026-06-25,5519.38,-0.94,-1.62,-2.64,-1.66,-10.42,9.17,241.44
801179.SI,铁路公路,交通运输,33,2026-06-25,1436.25,-0.94,-2.51,-3.57,-6.83,-8.12,6.3,31.88
801881.SI,摩托车及其他,汽车,16,2026-06-25,3091.54,-1.0,0.45,0.49,-1.31,-9.4,1.24,24.21
801783.SI,股份制银行Ⅱ,银行,9,2026-06-25,3931.81,-1.04,-3.37,-4.62,-7.51,-3.42,11.77,110.11
801995.SI,电视广播Ⅱ,传媒,14,2026-06-25,981.76,-1.11,-3.78,-3.36,-4.08,-14.36,3.23,19.08
801181.SI,房地产开发,房地产,88,2026-06-25,2156.36,-1.13,-2.98,-3.42,-3.96,-8.39,39.63,226.1
801034.SI,化学制品,基础化工,171,2026-06-25,7348.96,-1.13,-0.39,2.45,8.32,5.6,34.46,772.33
801143.SI,造纸,轻工制造,23,2026-06-25,1968.05,-1.15,-4.05,-5.7,-8.62,-15.35,5.19,30.42
801981.SI,个护用品,美容护理,12,2026-06-25,1167.17,-1.16,-1.61,-3.04,-3.13,-8.23,0.65,9.17
801206.SI,互联网电商,商贸零售,18,2026-06-25,9948.36,-1.22,-1.47,-0.95,-0.53,-8.79,2.95,33.58
801219.SI,酒店餐饮,社会服务,9,2026-06-25,1399.45,-1.25,-2.84,-6.02,-7.26,-11.63,0.8,7.45
801723.SI,基础建设,建筑装饰,45,2026-06-25,2089.93,-1.26,-3.54,-5.3,-2.83,-7.68,17.98,125.3
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801104.SI,软件开发,计算机,131,2026-06-25,5825.8,-1.32,-4.38,-0.88,0.21,-9.33,20.59,588.41
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-25,1842.06,-1.35,-1.48,-3.29,-6.21,-0.85,15.65,102.6
801142.SI,家居用品,轻工制造,72,2026-06-25,1607.03,-1.41,-2.62,-3.41,-5.21,-11.16,5.84,72.51
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-25,3444.51,-1.42,-6.52,-8.63,-8.93,-18.28,1.02,9.48
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-25,2767.97,-1.42,-4.32,-6.19,-6.58,-7.99,4.18,19.99
801155.SI,中药Ⅱ,医药生物,66,2026-06-25,5191.78,-1.42,-1.8,-2.54,-5.01,-7.76,10.46,95.34
801132.SI,服装家纺,纺织服饰,59,2026-06-25,1511.38,-1.45,-0.02,-1.15,0.1,-4.02,9.03,69.71
801092.SI,汽车服务,汽车,10,2026-06-25,459.68,-1.55,-1.69,-4.39,-3.08,-4.83,1.45,12.22
801133.SI,饰品,纺织服饰,15,2026-06-25,1278.3,-1.56,-4.7,-5.12,-3.81,-9.36,1.81,12.35
801145.SI,文娱用品,轻工制造,22,2026-06-25,1606.59,-1.6,-3.56,-6.53,-9.15,-14.07,1.85,19.0
801044.SI,普钢,钢铁,23,2026-06-25,2021.0,-1.61,-5.48,-4.3,-3.52,-7.96,15.25,42.81
801038.SI,农化制品,基础化工,58,2026-06-25,5264.19,-1.64,-1.44,1.8,4.72,-3.3,18.71,280.24
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-25,8976.83,-1.65,-4.43,-5.02,0.75,-10.12,7.08,224.8
801769.SI,出版,传媒,29,2026-06-25,1374.74,-1.68,-4.49,-3.15,-8.18,-9.9,2.74,28.53
801982.SI,化妆品,美容护理,14,2026-06-25,5533.45,-1.68,-5.16,-8.67,-9.11,-12.45,1.05,18.18
801951.SI,煤炭开采,煤炭,30,2026-06-25,3304.87,-1.73,-5.18,-5.18,-12.98,-9.1,16.59,147.29
801093.SI,汽车零部件,汽车,240,2026-06-25,7664.88,-1.73,-3.64,-4.41,-3.3,-11.64,34.79,638.91
801154.SI,医药商业,医药生物,32,2026-06-25,4214.68,-1.76,-2.38,-3.14,-4.64,-8.64,4.47,37.92
801223.SI,通信服务,通信,38,2026-06-25,2175.03,-1.76,-4.5,-2.62,-4.02,-8.67,12.43,202.92
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801992.SI,航运港口,交通运输,34,2026-06-25,3366.92,-1.86,1.23,2.46,7.31,0.69,17.16,159.2
801161.SI,电力,公用事业,102,2026-06-25,3290.45,-1.87,-4.15,-6.7,-6.63,-10.35,63.05,521.49
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-25,5024.54,-1.93,-7.18,-8.76,-1.44,-3.04,2.09,27.29
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-25,28702.11,-1.99,-6.49,-7.25,-8.64,-11.99,2.25,73.34
801141.SI,包装印刷,轻工制造,41,2026-06-25,3010.82,-2.02,-1.74,-1.16,-0.15,-3.62,8.56,88.33
801963.SI,炼化及贸易,石油石化,30,2026-06-25,2790.5,-2.02,-2.52,-2.14,-2.33,-5.72,14.18,124.8
801012.SI,农产品加工,农林牧渔,22,2026-06-25,1947.64,-2.07,-4.98,-7.82,-6.99,-10.77,2.07,23.8
801767.SI,数字媒体,传媒,14,2026-06-25,1633.93,-2.17,-5.3,-1.91,-6.7,-6.17,1.79,38.75
801103.SI,IT服务Ⅱ,计算机,119,2026-06-25,4931.53,-2.25,-4.65,-2.04,-2.07,-8.67,29.81,517.88
801163.SI,燃气Ⅱ,公用事业,29,2026-06-25,2954.9,-2.32,-4.45,-3.89,-5.02,-10.98,4.82,50.38
801994.SI,教育,社会服务,15,2026-06-25,1557.14,-2.39,-6.17,-8.5,-9.81,-17.15,3.73,15.55
801962.SI,油服工程,石油石化,13,2026-06-25,2148.29,-2.64,-6.06,-5.74,-6.07,-11.85,4.53,26.71
801056.SI,能源金属,有色金属,13,2026-06-25,22305.96,-2.65,-5.48,-2.34,5.21,-2.56,7.13,322.54
801731.SI,电机Ⅱ,电力设备,26,2026-06-25,13643.75,-2.74,-4.69,-4.86,-4.56,-15.85,4.02,86.04
801016.SI,种植业,农林牧渔,20,2026-06-25,2139.08,-3.01,-8.81,-9.09,-8.87,-14.69,5.68,34.32
801765.SI,广告营销,传媒,28,2026-06-25,2494.05,-3.13,-8.23,-4.52,-7.98,-11.08,13.95,134.67
801055.SI,工业金属,有色金属,60,2026-06-25,3101.53,-3.99,-11.61,-8.45,-0.24,-11.58,57.76,877.17
801053.SI,贵金属,有色金属,11,2026-06-25,20450.57,-4.21,-13.71,-14.22,-4.55,-18.06,6.16,121.49
