代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801132.SI,服装家纺,纺织服饰,59,2026-06-17,1528.89,-1.78,0.26,1.26,-1.99,-7.97,7.22,72.5
801044.SI,普钢,钢铁,23,2026-06-17,2111.8,-1.89,-1.54,0.82,-3.85,-7.7,15.48,47.43
801016.SI,种植业,农林牧渔,20,2026-06-17,2352.96,-1.91,-3.05,0.24,-6.67,-12.07,3.96,23.0
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801219.SI,酒店餐饮,社会服务,9,2026-06-17,1489.02,-1.94,-2.33,-1.32,-4.84,-8.92,0.65,5.41
801951.SI,煤炭开采,煤炭,30,2026-06-17,3485.38,-2.09,-8.62,-8.23,-13.41,-4.19,18.07,151.91
801015.SI,渔业,农林牧渔,6,2026-06-17,649.75,-2.12,-3.15,-2.11,-6.7,-12.46,0.75,2.86
801994.SI,教育,社会服务,15,2026-06-17,1701.8,-2.2,-1.43,-1.43,-7.25,-12.91,3.78,17.69
801014.SI,饲料,农林牧渔,17,2026-06-17,3311.84,-2.23,-4.98,-3.51,-7.61,-11.63,2.58,18.55
801038.SI,农化制品,基础化工,58,2026-06-17,5171.24,-2.25,-1.95,2.88,-3.04,-8.89,13.82,191.52
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-17,16862.23,-2.28,-0.17,0.14,-2.98,-8.05,2.08,39.9
801143.SI,造纸,轻工制造,23,2026-06-17,2087.07,-2.3,-3.79,-3.1,-6.89,-10.75,5.54,30.44
801128.SI,休闲食品,食品饮料,22,2026-06-17,1650.31,-2.39,-4.7,-4.3,-8.03,-12.57,1.72,21.34
801095.SI,乘用车,汽车,8,2026-06-17,14523.95,-2.53,-3.81,-2.92,-8.76,-9.2,3.85,85.69
801183.SI,房地产服务,房地产,11,2026-06-17,753.53,-2.65,-4.13,-4.21,-9.69,-17.43,2.1,7.53
801203.SI,一般零售,商贸零售,59,2026-06-17,2709.98,-2.75,-1.56,-0.83,-7.22,-10.62,18.08,87.84
801993.SI,旅游及景区,社会服务,24,2026-06-17,1910.78,-3.05,-4.43,-4.94,-5.86,-7.55,3.34,26.51
801766.SI,影视院线,传媒,19,2026-06-17,1045.62,-3.12,-1.81,-5.79,-9.61,-15.94,6.26,43.66
801126.SI,非白酒,食品饮料,17,2026-06-17,3400.45,-3.18,-6.92,-7.23,-8.15,-11.74,1.85,25.89
801043.SI,冶钢原料,钢铁,9,2026-06-17,3492.05,-3.48,-4.99,-1.44,-4.1,-8.08,3.98,38.06
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-17,1167.34,-3.85,-6.51,-5.14,-14.1,-8.39,3.0,9.89
