代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801713.SI,装修建材,建筑材料,35,2026-06-08,4931.72,-3.08,-3.78,-6.16,-8.4,-16.5,7.54,75.72
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-08,2941.59,-1.51,-2.94,-5.12,-4.74,-10.54,4.28,20.24
801722.SI,装修装饰Ⅱ,建筑装饰,23,2026-06-08,4384.74,-2.78,-5.59,-7.86,-10.54,-17.33,5.72,34.97
801723.SI,基础建设,建筑装饰,45,2026-06-08,2176.28,-2.57,-4.12,-5.12,-7.45,-13.12,27.95,136.6
801724.SI,专业工程,建筑装饰,39,2026-06-08,1880.86,-2.16,-1.93,-3.3,-7.39,-13.45,8.47,85.63
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-06-08,2078.02,-3.33,-2.82,-2.92,-6.06,-9.6,5.27,80.96
801731.SI,电机Ⅱ,电力设备,26,2026-06-08,14946.3,-1.4,1.3,-0.43,-10.02,-7.99,4.8,124.19
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-06-08,45091.67,-3.33,-6.2,-3.9,-8.98,-6.17,7.58,240.38
801735.SI,光伏设备,电力设备,64,2026-06-08,6374.27,-4.94,-8.35,-10.36,-14.96,-14.31,22.06,496.36
801736.SI,风电设备,电力设备,29,2026-06-08,2519.47,-5.32,-8.7,-11.13,-17.23,-22.93,6.69,123.58
801737.SI,电池,电力设备,97,2026-06-08,25028.07,-3.01,-7.32,-7.57,-6.72,-14.36,24.58,843.21
801738.SI,电网设备,电力设备,125,2026-06-08,6120.79,-4.23,-7.46,-10.12,-11.88,-11.8,31.64,590.9
801072.SI,通用设备,机械设备,219,2026-06-08,8748.57,-1.52,0.06,2.3,-6.57,-2.17,41.98,998.93
801074.SI,专用设备,机械设备,178,2026-06-08,12994.08,-2.73,-1.73,-1.03,-6.49,-6.28,26.72,563.45
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-08,5548.68,-2.36,-2.41,-3.43,-5.58,-9.07,6.49,62.46
801077.SI,工程机械,机械设备,28,2026-06-08,23602.02,2.3,4.52,2.83,-0.02,-8.16,10.81,155.7
801078.SI,自动化设备,机械设备,79,2026-06-08,24442.97,-1.98,-0.63,4.74,-5.01,4.0,15.32,823.89
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-08,33164.72,-0.67,4.88,9.29,-5.03,-23.04,4.24,151.56
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-08,8865.39,-4.56,-5.77,-6.52,-15.31,-19.46,7.01,203.99
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-08,16524.84,-2.98,-4.93,-5.0,-8.29,-14.81,2.26,39.66
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-08,3131.16,-2.64,-2.64,-3.78,-7.87,-16.19,2.51,64.76
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-08,6345.32,-5.36,-4.6,-2.59,-12.62,-17.1,13.49,393.64
801101.SI,计算机设备,计算机,84,2026-06-08,2814.05,-3.9,-4.82,-4.42,-13.1,-17.26,13.07,344.23
801103.SI,IT服务Ⅱ,计算机,119,2026-06-08,5004.71,-2.63,-4.72,-6.64,-12.92,-17.77,27.88,468.92
801104.SI,软件开发,计算机,131,2026-06-08,5861.49,-2.45,-5.72,-8.22,-11.99,-15.84,19.45,464.14
801764.SI,游戏Ⅱ,传媒,26,2026-06-08,2807.86,-2.59,-2.76,-6.0,-6.46,-16.24,8.7,121.88
801765.SI,广告营销,传媒,28,2026-06-08,2693.28,-1.47,-5.15,-10.88,-7.51,-16.31,10.63,124.82
801766.SI,影视院线,传媒,19,2026-06-08,1114.02,-2.78,-3.7,-9.55,-8.04,-12.24,10.27,74.28
801767.SI,数字媒体,传媒,14,2026-06-08,1727.54,-1.96,-1.18,-4.6,-2.56,-9.95,3.49,75.4
801769.SI,出版,传媒,29,2026-06-08,1481.53,-0.79,-1.94,-6.25,-3.77,-13.54,3.96,49.5
801995.SI,电视广播Ⅱ,传媒,14,2026-06-08,1032.96,-3.6,-5.77,-8.91,-14.94,-15.06,4.99,29.88
801223.SI,通信服务,通信,38,2026-06-08,2238.56,-2.37,-4.3,-4.48,-10.55,-13.31,12.94,173.62
801102.SI,通信设备,通信,85,2026-06-08,11746.27,-3.18,-6.26,5.29,4.37,12.51,33.06,2502.41
801951.SI,煤炭开采,煤炭,30,2026-06-08,4020.32,0.6,-0.13,1.27,11.88,9.66,28.6,240.85
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-08,1336.46,-3.19,-1.66,-0.33,4.81,0.43,6.03,22.82
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801962.SI,油服工程,石油石化,13,2026-06-08,2426.88,0.67,-3.39,-2.54,-4.35,-12.83,6.32,45.5
801963.SI,炼化及贸易,石油石化,30,2026-06-08,2928.69,-1.14,-1.74,-1.59,-2.22,-9.72,17.64,124.83
801971.SI,环境治理,环保,106,2026-06-08,1913.88,-2.8,-4.5,-5.5,-7.26,-11.35,16.97,145.57
801972.SI,环保设备Ⅱ,环保,27,2026-06-08,2405.06,-1.92,-1.54,-1.56,-9.77,-10.91,4.46,75.34
801981.SI,个护用品,美容护理,12,2026-06-08,1201.18,-2.91,-4.17,-7.99,-6.68,-19.9,0.7,8.44
801982.SI,化妆品,美容护理,14,2026-06-08,6124.19,-1.5,-2.92,-7.49,-4.46,-10.36,1.09,20.71
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
