代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801993.SI,旅游及景区,社会服务,24,2026-06-22,1883.05,-0.5,-4.46,-5.81,-6.44,-7.46,3.21,25.75
801154.SI,医药商业,医药生物,32,2026-06-22,4317.28,-0.51,-2.1,-3.49,-4.26,-8.76,3.98,33.08
801153.SI,医疗器械,医药生物,129,2026-06-22,5610.15,-0.55,-1.36,-1.52,-3.43,-10.24,9.58,253.21
801994.SI,教育,社会服务,15,2026-06-22,1659.45,-0.57,-4.63,-3.88,-7.72,-12.43,4.12,17.42
801083.SI,元件,电子,58,2026-06-22,29978.98,-0.57,6.5,20.73,19.68,28.19,30.2,2229.82
801126.SI,非白酒,食品饮料,17,2026-06-22,3242.13,-0.7,-7.69,-11.25,-10.63,-13.27,2.15,26.15
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801112.SI,黑色家电,家用电器,10,2026-06-22,2095.72,-0.72,-2.91,1.63,-3.01,-10.37,3.37,37.67
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-22,7506.55,-0.74,-0.44,0.17,-4.5,-15.49,5.13,125.0
801095.SI,乘用车,汽车,8,2026-06-22,14463.33,-0.74,-2.94,-4.21,-7.03,-10.18,5.03,107.9
801051.SI,金属新材料,有色金属,32,2026-06-22,12412.76,-0.79,1.96,10.38,11.05,13.92,11.33,303.18
801981.SI,个护用品,美容护理,12,2026-06-22,1186.29,-0.82,-3.21,-3.37,-4.12,-8.35,0.69,9.19
801219.SI,酒店餐饮,社会服务,9,2026-06-22,1440.3,-0.9,-5.14,-5.53,-7.33,-9.86,0.96,9.31
801231.SI,综合Ⅱ,综合,15,2026-06-22,4476.8,-1.01,3.23,4.69,2.28,-9.06,4.24,58.9
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-22,6934.28,-1.06,2.22,6.27,3.42,-3.16,13.22,436.29
801731.SI,电机Ⅱ,电力设备,26,2026-06-22,14315.58,-1.09,-1.5,2.91,-5.56,-13.35,4.79,100.97
801093.SI,汽车零部件,汽车,240,2026-06-22,7954.37,-1.28,-0.93,1.42,-4.21,-11.78,39.29,750.58
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801012.SI,农产品加工,农林牧渔,22,2026-06-22,2049.63,-1.66,-3.87,-4.53,-5.36,-9.0,2.22,29.51
801092.SI,汽车服务,汽车,10,2026-06-22,467.59,-1.76,-3.55,-1.31,-3.19,-6.49,1.77,14.6
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-22,30695.26,-1.89,-0.66,-2.53,-8.06,-11.52,3.13,109.82
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801078.SI,自动化设备,机械设备,79,2026-06-22,26031.4,-2.35,1.34,10.59,4.39,3.69,15.59,963.37
801982.SI,化妆品,美容护理,14,2026-06-22,5834.69,-2.5,-5.32,-5.57,-6.16,-9.18,1.15,21.17
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-22,5413.32,-2.56,-2.5,4.86,2.65,5.12,2.4,28.53
