代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801723.SI,基础建设,建筑装饰,45,2026-07-07,2021.76,-2.13,-1.48,-0.2,-5.99,-7.1,12.69,51.11
801132.SI,服装家纺,纺织服饰,59,2026-07-07,1530.13,-2.14,-1.34,3.25,-0.36,0.62,6.78,55.73
801991.SI,航空机场,交通运输,12,2026-07-07,2352.26,-2.14,-1.37,0.11,-1.57,-1.05,7.59,36.32
801745.SI,军工电子Ⅱ,国防军工,62,2026-07-07,6893.21,-2.15,-2.21,-4.41,2.33,8.63,9.43,352.55
801202.SI,贸易Ⅱ,商贸零售,12,2026-07-07,4051.38,-2.17,-3.85,-2.96,-8.29,-11.61,2.01,13.74
801154.SI,医药商业,医药生物,32,2026-07-07,4284.82,-2.19,0.89,5.52,-2.37,-3.19,5.19,33.28
801181.SI,房地产开发,房地产,88,2026-07-07,2122.89,-2.2,-1.14,-0.27,-4.08,-5.57,36.89,164.8
801076.SI,轨交设备Ⅱ,机械设备,31,2026-07-07,5449.37,-2.23,-2.23,-1.9,-4.5,-1.79,3.71,41.47
801012.SI,农产品加工,农林牧渔,22,2026-07-07,1974.45,-2.25,-1.47,1.07,-2.78,-6.22,2.0,17.37
801206.SI,互联网电商,商贸零售,18,2026-07-07,9739.41,-2.27,-3.93,-2.18,-3.17,-3.19,1.98,21.3
801036.SI,塑料,基础化工,73,2026-07-07,5562.79,-2.3,-5.0,-7.4,-9.61,3.93,11.62,261.53
801223.SI,通信服务,通信,38,2026-07-07,2071.13,-2.31,-4.52,-2.12,-6.68,-7.48,8.38,113.86
801104.SI,软件开发,计算机,131,2026-07-07,5462.99,-2.33,-4.17,-3.76,-8.81,-6.8,14.96,368.09
801074.SI,专用设备,机械设备,178,2026-07-07,13103.27,-2.35,-1.29,-3.98,-3.75,0.84,23.52,510.57
801113.SI,小家电,家用电器,20,2026-07-07,3800.98,-2.39,-0.31,2.34,-1.86,-10.95,1.06,19.81
801039.SI,非金属材料Ⅱ,基础化工,7,2026-07-07,7790.55,-2.51,-7.41,-16.32,-17.57,2.81,0.95,59.21
801128.SI,休闲食品,食品饮料,22,2026-07-07,1584.81,-2.55,-0.82,3.89,-2.2,-8.9,1.32,13.66
801219.SI,酒店餐饮,社会服务,9,2026-07-07,1382.66,-2.6,-0.59,2.79,-5.07,-8.51,0.62,5.51
801767.SI,数字媒体,传媒,14,2026-07-07,1491.57,-2.65,-5.92,-4.31,-12.02,-13.66,2.21,32.95
801016.SI,种植业,农林牧渔,20,2026-07-07,2088.06,-2.67,-2.11,1.41,-9.23,-12.43,3.59,21.55
801055.SI,工业金属,有色金属,60,2026-07-07,3011.74,-2.67,0.01,1.59,-6.72,-3.28,34.33,436.49
801743.SI,地面兵装Ⅱ,国防军工,12,2026-07-07,15563.82,-2.68,-4.34,-4.98,-8.3,-5.82,2.3,38.7
801072.SI,通用设备,机械设备,219,2026-07-07,9159.24,-2.69,-3.35,-4.96,-2.83,4.69,41.96,996.22
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-07-07,43573.98,-2.69,-0.51,-8.18,-9.34,-3.37,6.55,197.71
801096.SI,商用车,汽车,13,2026-07-07,6680.07,-2.71,0.33,2.2,-4.44,-12.4,3.76,37.21
801015.SI,渔业,农林牧渔,6,2026-07-07,610.73,-2.75,-1.48,2.9,-6.06,-9.5,0.67,2.2
801724.SI,专业工程,建筑装饰,39,2026-07-07,1895.05,-2.82,-3.93,-5.62,-4.49,0.75,7.46,87.13
801116.SI,家电零部件Ⅱ,家用电器,30,2026-07-07,7396.83,-2.82,-0.68,0.05,0.82,-3.69,5.31,126.38
801742.SI,航空装备Ⅱ,国防军工,45,2026-07-07,8627.9,-2.83,-2.08,-4.56,-5.19,-2.68,5.5,153.38
801155.SI,中药Ⅱ,医药生物,66,2026-07-07,5336.01,-2.88,-0.48,4.01,-0.4,-2.27,9.08,88.63
801163.SI,燃气Ⅱ,公用事业,29,2026-07-07,2979.28,-2.93,-1.34,1.22,-4.39,-5.14,3.31,43.9
801995.SI,电视广播Ⅱ,传媒,14,2026-07-07,908.83,-2.96,-3.31,-2.86,-10.86,-12.02,2.84,14.46
801153.SI,医疗器械,医药生物,129,2026-07-07,5529.78,-2.99,-1.71,0.86,-1.82,-2.35,7.48,202.11
801193.SI,证券Ⅱ,非银金融,50,2026-07-07,6396.31,-3.02,-1.85,0.1,-0.94,12.04,34.39,433.93
801952.SI,焦炭Ⅱ,煤炭,7,2026-07-07,1052.08,-3.03,-2.16,0.73,-8.47,-21.28,1.99,5.98
801114.SI,厨卫电器,家用电器,9,2026-07-07,7422.6,-3.08,-2.03,-1.01,-3.69,-7.17,0.76,7.13
801993.SI,旅游及景区,社会服务,24,2026-07-07,1793.83,-3.12,-1.97,0.05,-5.72,-9.09,2.22,18.15
801054.SI,小金属,有色金属,26,2026-07-07,41493.71,-3.16,-10.75,-12.13,-12.43,8.84,9.63,446.07
801203.SI,一般零售,商贸零售,59,2026-07-07,2541.2,-3.17,-2.54,1.33,-4.16,-9.28,11.39,59.37
801962.SI,油服工程,石油石化,13,2026-07-07,2063.36,-3.17,-2.12,-1.14,-8.45,-14.98,4.23,24.18
801881.SI,摩托车及其他,汽车,16,2026-07-07,3175.51,-3.2,1.51,2.14,2.21,-0.19,0.84,21.32
801115.SI,照明设备Ⅱ,家用电器,12,2026-07-07,4545.27,-3.22,-5.02,-8.81,-13.52,-10.85,1.11,11.97
801133.SI,饰品,纺织服饰,15,2026-07-07,1297.84,-3.22,-1.69,1.87,-1.62,-2.93,1.68,13.68
801992.SI,航运港口,交通运输,34,2026-07-07,3102.88,-3.24,0.26,0.47,-7.85,-2.18,13.45,95.23
801131.SI,纺织制造,纺织服饰,33,2026-07-07,1649.95,-3.27,-3.01,1.16,-3.94,-0.87,4.16,38.7
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-07-07,3256.37,-3.34,-3.58,-2.49,-9.51,-13.38,0.65,5.47
801038.SI,农化制品,基础化工,58,2026-07-07,4968.23,-3.35,-3.12,-1.53,-3.86,-0.24,12.66,168.61
801045.SI,特钢Ⅱ,钢铁,12,2026-07-07,3777.65,-3.37,-2.55,-0.47,-7.34,-2.37,2.38,18.11
801103.SI,IT服务Ⅱ,计算机,119,2026-07-07,4614.09,-3.52,-4.61,-4.94,-8.78,-7.81,21.61,381.57
801738.SI,电网设备,电力设备,125,2026-07-07,5601.21,-3.58,-2.75,-6.01,-11.15,-8.49,21.67,378.06
801963.SI,炼化及贸易,石油石化,30,2026-07-07,2772.14,-3.6,0.8,4.21,-2.09,-5.35,12.92,115.38
801713.SI,装修建材,建筑材料,35,2026-07-07,4522.9,-3.64,-3.94,-2.78,-7.35,-8.29,5.95,62.33
801731.SI,电机Ⅱ,电力设备,26,2026-07-07,13611.35,-3.67,-0.25,2.25,-3.65,-8.93,4.6,101.87
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-07-07,4087.71,-3.69,-5.42,-4.3,-5.82,-6.77,3.64,24.73
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-07-07,2267.36,-3.69,-5.49,-5.04,1.15,9.11,5.82,123.64
801231.SI,综合Ⅱ,综合,15,2026-07-07,4342.78,-3.8,-4.71,1.02,-2.09,2.2,4.14,48.46
801032.SI,化学纤维,基础化工,27,2026-07-07,4571.04,-3.84,-6.88,-4.35,-8.18,-5.79,6.61,53.79
801183.SI,房地产服务,房地产,11,2026-07-07,694.86,-3.85,-3.08,-0.92,-6.83,-13.24,2.27,6.92
801741.SI,航天装备Ⅱ,国防军工,9,2026-07-07,31192.79,-3.96,-2.17,-3.33,7.75,-5.95,2.6,98.12
801218.SI,专业服务,社会服务,30,2026-07-07,6075.79,-3.97,-5.66,-4.51,-6.08,1.28,2.52,46.13
801712.SI,玻璃玻纤,建筑材料,16,2026-07-07,27158.17,-3.97,-10.58,-17.4,-3.78,34.22,9.47,300.83
801156.SI,医疗服务,医药生物,51,2026-07-07,6781.24,-4.01,-1.92,-2.54,6.94,16.59,10.42,284.06
801033.SI,化学原料,基础化工,57,2026-07-07,3265.96,-4.03,-5.86,-3.31,-6.64,-0.88,15.44,191.29
801151.SI,化学制药,医药生物,151,2026-07-07,11806.6,-4.22,-0.94,5.63,7.98,12.34,28.93,580.54
801082.SI,其他电子Ⅱ,电子,33,2026-07-07,20594.83,-4.26,-3.95,-11.58,-10.56,14.24,7.43,292.51
801152.SI,生物制品,医药生物,51,2026-07-07,5313.3,-4.29,-0.71,2.92,3.67,5.72,6.33,147.96
801053.SI,贵金属,有色金属,11,2026-07-07,20972.41,-4.64,1.68,6.48,-1.97,-3.4,7.02,131.66
801736.SI,风电设备,电力设备,29,2026-07-07,2350.09,-4.7,-4.23,-6.71,-5.78,-6.72,5.95,109.39
