代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801082.SI,其他电子Ⅱ,电子,33,2026-06-29,22461.39,-2.32,-4.26,-4.17,19.75,17.39,8.38,382.39
801083.SI,元件,电子,58,2026-06-29,28551.71,-2.51,-0.74,-4.76,14.99,14.07,26.39,1894.31
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-29,15712.92,-2.51,-5.34,-8.86,-6.97,-9.83,2.6,50.53
801085.SI,消费电子,电子,90,2026-06-29,11971.83,-2.52,-6.76,-4.71,7.5,-1.74,30.61,1295.04
801051.SI,金属新材料,有色金属,32,2026-06-29,11380.28,-2.57,-6.28,-8.32,1.2,8.18,7.93,222.25
801202.SI,贸易Ⅱ,商贸零售,12,2026-06-29,4150.47,-2.7,-4.22,-7.73,-6.06,-13.19,2.83,19.58
801102.SI,通信设备,通信,85,2026-06-29,12583.57,-2.87,-6.53,-8.62,8.32,8.59,24.39,2293.6
801036.SI,塑料,基础化工,73,2026-06-29,5842.3,-3.38,-6.04,-8.61,3.56,8.3,16.12,381.08
801231.SI,综合Ⅱ,综合,15,2026-06-29,4197.23,-3.97,-8.3,-6.24,-1.85,-8.56,3.76,40.61
801039.SI,非金属材料Ⅱ,基础化工,7,2026-06-29,9322.04,-5.07,-2.45,-7.09,16.16,17.78,1.09,96.58
801712.SI,玻璃玻纤,建筑材料,16,2026-06-29,32428.27,-5.42,6.14,10.66,46.41,41.22,12.43,467.67
