代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801082.SI,其他电子Ⅱ,电子,33,2026-06-11,18638.06,-0.31,3.38,-6.73,-7.96,-6.29,8.1,261.13
801724.SI,专业工程,建筑装饰,39,2026-06-11,1912.94,-0.34,1.71,-0.36,-3.17,-8.17,7.73,93.92
801044.SI,普钢,钢铁,23,2026-06-11,2086.38,-0.39,-0.99,-4.03,-5.31,-12.99,13.08,40.03
801083.SI,元件,电子,58,2026-06-11,24852.57,-0.4,2.42,-5.25,-1.29,17.28,23.45,1448.61
801963.SI,炼化及贸易,石油石化,30,2026-06-11,2845.8,-0.4,-2.83,-2.8,-3.44,-11.38,12.41,96.14
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801218.SI,专业服务,社会服务,30,2026-06-11,5959.44,-0.44,-0.66,-2.68,-6.64,-7.87,2.91,45.24
801231.SI,综合Ⅱ,综合,15,2026-06-11,4416.74,-0.46,3.94,0.81,-8.97,-12.21,4.8,51.2
801783.SI,股份制银行Ⅱ,银行,9,2026-06-11,4230.52,-0.49,1.11,2.5,4.31,2.98,10.05,88.39
801132.SI,服装家纺,纺织服饰,59,2026-06-11,1502.39,-0.49,-1.21,-1.89,-3.74,-11.0,6.14,53.62
801156.SI,医疗服务,医药生物,51,2026-06-11,5838.38,-0.51,0.38,-2.55,-7.37,-12.31,6.43,115.79
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-11,5598.33,-0.52,0.89,-1.12,-3.38,-8.75,5.66,56.05
801045.SI,特钢Ⅱ,钢铁,12,2026-06-11,3840.97,-0.56,-0.73,-3.65,-7.78,-15.37,2.09,16.52
801142.SI,家居用品,轻工制造,72,2026-06-11,1685.19,-0.59,-1.2,-3.02,-6.16,-13.33,4.86,58.71
801112.SI,黑色家电,家用电器,10,2026-06-11,2064.98,-0.66,-1.33,-4.39,-8.41,-15.27,2.75,33.91
801015.SI,渔业,农林牧渔,6,2026-06-11,659.16,-0.7,-2.32,-5.36,-6.7,-13.28,0.62,2.11
801095.SI,乘用车,汽车,8,2026-06-11,14853.55,-0.71,-2.51,-4.95,-7.64,-12.27,3.85,77.53
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-11,31188.47,-0.73,-5.96,-0.08,-5.07,-18.47,2.81,97.05
801151.SI,化学制药,医药生物,151,2026-06-11,10580.69,-0.73,0.67,-2.13,-5.99,-13.46,14.03,224.52
801713.SI,装修建材,建筑材料,35,2026-06-11,4863.31,-0.73,-1.39,-4.33,-5.41,-13.66,6.21,66.21
801154.SI,医药商业,医药生物,32,2026-06-11,4387.05,-0.74,-0.88,-2.1,-4.16,-12.31,3.48,26.13
801131.SI,纺织制造,纺织服饰,33,2026-06-11,1646.86,-0.74,-1.05,-3.08,-7.23,-15.6,2.87,22.7
801124.SI,食品加工,食品饮料,25,2026-06-11,12662.69,-0.75,0.83,-0.49,-3.9,-11.44,2.92,24.68
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-11,1220.96,-0.78,-8.64,-12.34,-4.58,-4.92,3.94,13.27
801737.SI,电池,电力设备,97,2026-06-11,24929.0,-0.8,-0.4,-4.51,-8.91,-10.61,24.0,847.89
801085.SI,消费电子,电子,90,2026-06-11,11180.32,-0.8,-1.73,-9.34,-11.14,-8.0,20.97,817.68
801072.SI,通用设备,机械设备,219,2026-06-11,8602.6,-0.81,-1.67,-3.22,-6.06,-2.84,33.38,784.5
801141.SI,包装印刷,轻工制造,41,2026-06-11,2990.25,-0.83,-1.37,-2.7,-4.92,-11.89,7.25,99.92
801736.SI,风电设备,电力设备,29,2026-06-11,2468.74,-0.83,-2.01,-9.53,-16.67,-21.31,6.2,96.33
801992.SI,航运港口,交通运输,34,2026-06-11,3110.3,-0.87,-1.94,-4.11,-6.12,-11.73,11.72,81.62
801738.SI,电网设备,电力设备,125,2026-06-11,5941.44,-0.89,-2.93,-8.64,-13.55,-15.5,23.76,441.29
801194.SI,保险Ⅱ,非银金融,5,2026-06-11,1161.23,-0.92,0.08,0.39,0.53,-7.3,2.81,93.12
801012.SI,农产品加工,农林牧渔,22,2026-06-11,2074.66,-0.92,-1.47,-4.31,-4.13,-13.63,1.66,17.38
801193.SI,证券Ⅱ,非银金融,50,2026-06-11,5743.75,-0.94,0.61,-1.67,-1.58,-6.3,25.77,286.79
801155.SI,中药Ⅱ,医药生物,66,2026-06-11,5411.25,-0.99,-0.9,-1.9,-2.53,-8.82,7.42,67.84
801785.SI,农商行Ⅱ,银行,10,2026-06-11,787.92,-0.99,1.78,2.94,3.69,-0.96,2.84,13.76
801994.SI,教育,社会服务,15,2026-06-11,1709.24,-1.0,-2.24,-4.89,-9.75,-13.4,3.78,15.95
801133.SI,饰品,纺织服饰,15,2026-06-11,1315.33,-1.02,-1.62,-4.69,-6.47,-11.79,1.9,11.81
801036.SI,塑料,基础化工,73,2026-06-11,5664.03,-1.02,5.83,1.7,-0.03,2.44,19.29,440.77
801971.SI,环境治理,环保,106,2026-06-11,1907.97,-1.03,-0.31,-3.54,-6.05,-11.01,14.16,121.76
801981.SI,个护用品,美容护理,12,2026-06-11,1192.2,-1.06,-0.75,-3.04,-5.23,-16.17,0.43,5.88
801711.SI,水泥,建筑材料,21,2026-06-11,4061.11,-1.09,-2.14,-3.31,-5.93,-12.21,2.68,21.99
801178.SI,物流,交通运输,47,2026-06-11,4088.5,-1.1,-0.9,-2.06,-5.29,-10.19,4.68,37.12
801972.SI,环保设备Ⅱ,环保,27,2026-06-11,2397.07,-1.18,-0.33,-2.37,-5.07,-10.09,4.27,68.72
801074.SI,专用设备,机械设备,178,2026-06-11,12871.88,-1.19,-0.94,-4.45,-5.22,-5.92,22.16,482.04
801128.SI,休闲食品,食品饮料,22,2026-06-11,1703.83,-1.2,-2.06,-3.36,-5.72,-9.68,1.8,21.09
801723.SI,基础建设,建筑装饰,45,2026-06-11,2124.45,-1.22,-2.38,-4.85,-6.45,-14.57,19.4,107.95
801152.SI,生物制品,医药生物,51,2026-06-11,4978.25,-1.28,-0.95,-3.56,-7.96,-15.79,4.44,75.22
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-11,3726.81,-1.47,-0.87,-4.67,-9.23,-15.44,1.2,11.67
801203.SI,一般零售,商贸零售,59,2026-06-11,2691.37,-1.51,-3.92,-5.2,-7.12,-13.69,15.28,73.73
801982.SI,化妆品,美容护理,14,2026-06-11,5993.06,-1.56,-2.14,-3.91,-3.8,-8.7,0.82,14.13
801032.SI,化学纤维,基础化工,27,2026-06-11,4840.72,-1.59,-0.23,0.2,-1.37,-8.12,7.69,73.75
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-11,16564.25,-1.63,0.24,-3.0,-6.26,-12.01,1.94,36.13
801179.SI,铁路公路,交通运输,33,2026-06-11,1515.72,-1.68,-0.49,-1.59,-2.48,-4.42,6.6,38.22
801092.SI,汽车服务,汽车,10,2026-06-11,466.04,-1.74,-2.25,-3.6,-4.93,-7.45,1.87,14.93
801126.SI,非白酒,食品饮料,17,2026-06-11,3600.95,-1.76,0.13,-0.48,-2.55,-5.51,2.0,28.17
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801093.SI,汽车零部件,汽车,240,2026-06-11,7784.22,-1.79,-4.35,-7.03,-9.93,-11.71,29.74,532.07
801991.SI,航空机场,交通运输,12,2026-06-11,2384.58,-1.8,0.31,-3.08,-6.84,-9.11,9.54,39.09
801191.SI,多元金融,非银金融,26,2026-06-11,1118.16,-1.8,-0.34,-4.59,-7.99,-15.21,6.75,46.1
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-11,4031.3,-1.82,0.96,1.23,-3.83,-14.24,1.39,8.88
801219.SI,酒店餐饮,社会服务,9,2026-06-11,1481.33,-1.83,-1.98,-3.58,-4.33,-13.31,0.55,5.41
801101.SI,计算机设备,计算机,84,2026-06-11,2766.14,-1.87,-1.7,-5.86,-9.74,-16.13,10.53,250.94
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801096.SI,商用车,汽车,13,2026-06-11,7336.22,-1.92,-3.79,-4.28,-9.19,-21.43,4.1,47.06
801183.SI,房地产服务,房地产,11,2026-06-11,771.29,-1.95,-3.7,-5.65,-9.0,-18.95,2.4,7.71
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-11,3085.95,-1.99,-1.44,-5.52,-9.04,-14.65,1.85,46.53
801078.SI,自动化设备,机械设备,79,2026-06-11,23736.1,-1.99,-2.89,-3.71,-5.61,0.89,11.61,597.04
801206.SI,互联网电商,商贸零售,18,2026-06-11,9793.04,-2.08,-2.66,-6.62,-9.84,-17.74,2.26,23.7
801102.SI,通信设备,通信,85,2026-06-11,11737.67,-2.09,-0.07,-6.52,-0.2,5.4,25.68,2208.25
801722.SI,装修装饰Ⅱ,建筑装饰,23,2026-06-11,4256.22,-2.11,-2.93,-6.33,-8.6,-19.45,6.22,39.31
801077.SI,工程机械,机械设备,28,2026-06-11,22382.67,-2.13,-5.17,-1.35,-1.8,-8.23,8.74,116.44
801084.SI,光学光电子,电子,95,2026-06-11,2021.8,-2.17,-3.68,-5.55,-5.91,1.07,78.4,818.65
801202.SI,贸易Ⅱ,商贸零售,13,2026-06-11,4370.45,-2.17,-4.65,-7.91,-9.56,-15.95,3.79,23.13
801143.SI,造纸,轻工制造,23,2026-06-11,2106.22,-2.21,-2.34,-4.4,-8.53,-12.16,6.14,29.45
801113.SI,小家电,家用电器,20,2026-06-11,4020.19,-2.31,-5.82,-3.37,-8.59,-12.8,0.89,26.17
801764.SI,游戏Ⅱ,传媒,26,2026-06-11,2724.48,-2.32,-2.97,-4.26,-7.76,-14.62,9.2,117.88
801223.SI,通信服务,通信,38,2026-06-11,2208.39,-2.55,-1.35,-4.68,-7.75,-15.02,12.33,163.11
801145.SI,文娱用品,轻工制造,22,2026-06-11,1723.09,-2.56,-3.04,-6.25,-9.43,-15.93,2.02,23.19
801881.SI,摩托车及其他,汽车,16,2026-06-11,3050.07,-2.64,-4.13,-5.2,-9.19,-16.47,1.18,22.12
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-06-11,43409.94,-2.7,-3.73,-9.99,-12.34,-11.58,7.04,208.36
801731.SI,电机Ⅱ,电力设备,26,2026-06-11,13884.81,-2.87,-7.1,-5.68,-12.25,-10.97,4.32,85.45
801993.SI,旅游及景区,社会服务,24,2026-06-11,1951.74,-2.91,-1.09,-2.32,-3.01,-7.58,4.08,34.38
801995.SI,电视广播Ⅱ,传媒,14,2026-06-11,990.92,-3.19,-4.07,-7.0,-12.14,-14.48,4.03,22.66
801104.SI,软件开发,计算机,131,2026-06-11,5618.39,-3.36,-4.15,-7.42,-12.41,-15.7,19.26,437.79
801765.SI,广告营销,传媒,28,2026-06-11,2618.64,-3.38,-2.77,-5.3,-7.32,-14.26,10.76,111.15
801769.SI,出版,传媒,29,2026-06-11,1439.76,-3.84,-2.82,-3.04,-4.97,-12.59,4.11,44.28
801103.SI,IT服务Ⅱ,计算机,119,2026-06-11,4839.13,-3.9,-3.31,-5.96,-10.95,-17.86,23.81,429.35
801766.SI,影视院线,传媒,19,2026-06-11,1045.59,-5.8,-6.14,-8.76,-12.65,-16.42,9.75,68.37
801767.SI,数字媒体,传媒,14,2026-06-11,1642.98,-6.18,-4.89,-3.83,-5.3,-9.83,3.07,61.65
